FID,Lat,Long,Winter_Rainfall_Total,Winter_Dry_days,Winter_Wet_days,Winter_Class1_days,Winter_Class2_days,Winter_Class3_days,Winter_Class4_days,Winter_Class5_days,Summer_Rainfall_Total,Summer_Dry_days,Summer_Wet_days,Summer_Class1_days,Summer_Class2_days,Summer_Class3_days,Summer_Class4_days,Summer_Class5_days,Monsoon_Rainfall_Total,Monsoon_Dry_days,Monsoon_Wet_days,Monsoon_Class1_days,Monsoon_Class2_days,Monsoon_Class3_days,Monsoon_Class4_days,Monsoon_Class5_days,Autumn_Rainfall_Total,Autumn_Dry_days,Autumn_Wet_days,Autumn_Class1_days,Autumn_Class2_days,Autumn_Class3_days,Autumn_Class4_days,Autumn_Class5_days
0,28.75,80.0,58,55,4,55,3,1,0,0,117,80,12,80,8,4,0,0,1580,49,73,49,33,30,10,0,66,88,4,88,2,2,0,0
1,29.0,79.25,45,55,4,55,3,1,0,0,5,90,2,90,2,0,0,0,637,74,48,74,29,17,1,1,73,88,4,88,2,2,0,0
2,29.0,79.5,29,57,2,57,1,1,0,0,6,89,3,89,3,0,0,0,642,69,53,69,31,19,3,0,44,88,4,88,2,2,0,0
3,29.0,79.75,29,56,3,56,2,1,0,0,69,79,13,79,10,3,0,0,577,51,71,51,54,16,0,1,10,88,4,88,4,0,0,0
4,29.0,80.0,52,55,4,55,2,2,0,0,95,79,13,79,9,4,0,0,1084,42,80,42,40,37,3,0,39,87,5,87,4,1,0,0
5,29.25,79.0,27,56,3,56,2,1,0,0,6,88,4,88,4,0,0,0,499,66,56,66,37,19,0,0,29,89,3,89,1,2,0,0
6,29.25,79.25,13,53,6,53,6,0,0,0,32,79,13,79,13,0,0,0,913,45,77,45,51,23,3,0,25,86,6,86,5,1,0,0
7,29.25,79.5,34,51,8,51,7,1,0,0,64,72,20,72,19,1,0,0,861,38,84,38,57,24,3,0,30,85,7,85,6,1,0,0
8,29.25,79.75,60,52,7,52,4,3,0,0,70,79,13,79,12,1,0,0,596,46,76,46,56,20,0,0,12,87,5,87,5,0,0,0
9,29.25,80.0,68,52,7,52,4,3,0,0,72,81,11,81,10,1,0,0,669,40,82,40,57,25,0,0,11,87,5,87,5,0,0,0
10,29.25,80.25,73,52,7,52,4,3,0,0,88,78,14,78,12,2,0,0,792,31,91,31,59,32,0,0,16,86,6,86,6,0,0,0
11,29.5,78.75,25,55,4,55,3,1,0,0,7,91,1,91,1,0,0,0,691,77,45,77,25,18,1,1,36,87,5,87,4,1,0,0
12,29.5,79.0,46,54,5,54,4,1,0,0,17,87,5,87,4,1,0,0,413,69,53,69,40,13,0,0,34,88,4,88,2,2,0,0
13,29.5,79.25,68,51,8,51,6,2,0,0,95,69,23,69,21,2,0,0,860,37,85,37,59,24,2,0,47,85,7,85,6,1,0,0
14,29.5,79.5,57,50,9,50,7,2,0,0,128,71,21,71,15,6,0,0,640,54,68,54,52,15,1,0,41,85,7,85,6,1,0,0
15,29.5,79.75,73,50,9,50,6,3,0,0,82,73,19,73,17,2,0,0,655,35,87,35,60,27,0,0,17,84,8,84,8,0,0,0
16,29.5,80.0,85,52,7,52,4,3,0,0,82,83,9,83,6,3,0,0,732,40,82,40,54,28,0,0,6,90,2,90,2,0,0,0
17,29.5,80.25,73,52,7,52,4,3,0,0,94,68,24,68,23,1,0,0,759,31,91,31,65,25,1,0,11,85,7,85,7,0,0,0
18,29.75,78.0,51,52,7,52,5,2,0,0,52,82,10,82,7,3,0,0,845,63,59,63,29,28,2,0,64,86,6,86,3,3,0,0
19,29.75,78.25,54,53,6,53,3,3,0,0,54,83,9,83,7,2,0,0,780,58,64,58,34,29,1,0,105,85,7,85,4,2,1,0
20,29.75,78.5,19,55,4,55,3,1,0,0,39,87,5,87,3,2,0,0,944,63,59,63,30,27,2,0,117,85,7,85,4,2,1,0
21,29.75,78.75,23,55,4,55,3,1,0,0,33,85,7,85,6,1,0,0,782,62,60,62,34,24,2,0,87,87,5,87,2,3,0,0
22,29.75,79.0,54,54,5,54,3,2,0,0,48,78,14,78,13,1,0,0,554,55,67,55,48,18,1,0,51,86,6,86,4,2,0,0
23,29.75,79.25,68,51,8,51,5,3,0,0,88,73,19,73,17,2,0,0,620,56,66,56,43,23,0,0,66,85,7,85,5,2,0,0
24,29.75,79.5,58,52,7,52,5,2,0,0,109,67,25,67,22,3,0,0,575,45,77,45,56,21,0,0,57,85,7,85,6,1,0,0
25,29.75,79.75,68,50,9,50,6,3,0,0,95,71,21,71,19,2,0,0,644,35,87,35,65,22,0,0,25,85,7,85,6,1,0,0
26,29.75,80.0,75,51,8,51,5,3,0,0,81,72,20,72,17,3,0,0,715,35,87,35,57,29,1,0,9,86,6,86,6,0,0,0
27,29.75,80.25,70,50,9,50,6,3,0,0,116,69,23,69,18,5,0,0,753,42,80,42,58,21,0,1,14,85,7,85,7,0,0,0
28,30.0,77.75,41,51,8,51,7,1,0,0,41,81,11,81,9,2,0,0,858,58,64,58,36,25,3,0,52,86,6,86,3,3,0,0
29,30.0,78.0,35,53,6,53,5,1,0,0,56,82,10,82,8,2,0,0,991,59,63,59,34,24,4,1,60,87,5,87,2,3,0,0
30,30.0,78.25,29,53,6,53,6,0,0,0,28,82,10,82,9,1,0,0,1182,50,72,50,31,38,3,0,51,87,5,87,3,2,0,0
31,30.0,78.5,34,55,4,55,2,2,0,0,35,86,6,86,6,0,0,0,747,53,69,53,40,28,1,0,71,87,5,87,2,3,0,0
32,30.0,78.75,37,53,6,53,5,1,0,0,43,83,9,83,9,0,0,0,734,60,62,60,31,31,0,0,55,86,6,86,3,3,0,0
33,30.0,79.0,63,53,6,53,3,3,0,0,87,81,11,81,6,5,0,0,833,51,71,51,44,25,2,0,27,86,6,86,5,1,0,0
34,30.0,79.25,64,52,7,52,3,4,0,0,105,76,16,76,11,5,0,0,907,45,77,45,46,30,1,0,33,85,7,85,6,1,0,0
35,30.0,79.5,57,52,7,52,5,2,0,0,109,69,23,69,20,3,0,0,686,40,82,40,56,25,1,0,54,85,7,85,6,1,0,0
