FID,Lat,Long,Winter_Rainfall_Total,Winter_Dry_days,Winter_Wet_days,Winter_Class1_days,Winter_Class2_days,Winter_Class3_days,Winter_Class4_days,Winter_Class5_days,Summer_Rainfall_Total,Summer_Dry_days,Summer_Wet_days,Summer_Class1_days,Summer_Class2_days,Summer_Class3_days,Summer_Class4_days,Summer_Class5_days,Monsoon_Rainfall_Total,Monsoon_Dry_days,Monsoon_Wet_days,Monsoon_Class1_days,Monsoon_Class2_days,Monsoon_Class3_days,Monsoon_Class4_days,Monsoon_Class5_days,Autumn_Rainfall_Total,Autumn_Dry_days,Autumn_Wet_days,Autumn_Class1_days,Autumn_Class2_days,Autumn_Class3_days,Autumn_Class4_days,Autumn_Class5_days
0,28.75,80.0,152,50,9,50,4,5,0,0,113,76,16,76,12,4,0,0,2082,46,76,46,35,28,9,4,73,87,5,87,1,4,0,0
1,29.0,79.25,127,47,12,47,7,5,0,0,151,76,16,76,12,3,1,0,1471,50,72,50,41,24,4,3,65,86,6,86,3,3,0,0
2,29.0,79.5,100,47,12,47,7,5,0,0,123,73,19,73,15,4,0,0,1239,45,77,45,47,25,3,2,47,86,6,86,3,3,0,0
3,29.0,79.75,38,51,8,51,8,0,0,0,45,81,11,81,9,2,0,0,795,54,68,54,42,24,2,0,35,86,6,86,4,2,0,0
4,29.0,80.0,107,50,9,50,4,5,0,0,88,74,18,74,15,3,0,0,1553,44,78,44,42,28,6,2,55,87,5,87,1,4,0,0
5,29.25,79.0,61,49,10,49,8,2,0,0,32,88,4,88,3,1,0,0,1020,70,52,70,26,19,5,2,47,87,5,87,3,2,0,0
6,29.25,79.25,96,46,13,46,7,6,0,0,114,70,22,70,19,3,0,0,1403,33,89,33,52,32,3,2,58,81,11,81,9,2,0,0
7,29.25,79.5,134,45,14,45,8,6,0,0,190,54,38,54,33,5,0,0,1350,26,96,26,59,32,3,2,91,81,11,81,9,2,0,0
8,29.25,79.75,96,42,17,42,14,3,0,0,186,55,37,55,31,6,0,0,769,31,91,31,66,24,1,0,72,82,10,82,8,2,0,0
9,29.25,80.0,121,45,14,45,9,5,0,0,225,59,33,59,24,9,0,0,1046,37,85,37,53,30,1,1,50,84,8,84,5,3,0,0
10,29.25,80.25,118,43,16,43,11,5,0,0,225,54,38,54,30,8,0,0,973,34,88,34,56,30,2,0,45,84,8,84,5,3,0,0
11,29.5,78.75,57,50,9,50,7,2,0,0,75,83,9,83,6,3,0,0,1153,63,59,63,33,19,5,2,41,85,7,85,5,2,0,0
12,29.5,79.0,68,48,11,48,8,3,0,0,81,83,9,83,6,3,0,0,1003,59,63,59,40,19,2,2,69,84,8,84,5,3,0,0
13,29.5,79.25,176,43,16,43,9,7,0,0,245,55,37,55,30,6,1,0,1372,29,93,29,54,33,5,1,156,80,12,80,10,0,2,0
14,29.5,79.5,149,39,20,39,15,5,0,0,235,55,37,55,30,7,0,0,995,39,83,39,52,29,2,0,169,80,12,80,10,0,2,0
15,29.5,79.75,108,39,20,39,18,2,0,0,217,49,43,49,35,8,0,0,536,30,92,30,77,15,0,0,68,84,8,84,6,2,0,0
16,29.5,80.0,146,46,13,46,7,6,0,0,369,62,30,62,17,13,0,0,605,47,75,47,56,18,1,0,43,85,7,85,5,2,0,0
17,29.5,80.25,108,44,15,44,12,3,0,0,266,48,44,48,37,7,0,0,598,34,88,34,68,20,0,0,36,82,10,82,10,0,0,0
18,29.75,78.0,120,48,11,48,7,4,0,0,123,76,16,76,12,4,0,0,1580,53,69,53,31,28,7,3,79,87,5,87,2,3,0,0
19,29.75,78.25,122,49,10,49,6,4,0,0,134,77,15,77,10,5,0,0,1613,41,81,41,38,34,7,2,57,85,7,85,4,3,0,0
20,29.75,78.5,7,55,4,55,4,0,0,0,98,82,10,82,6,4,0,0,1706,45,77,45,36,31,8,2,89,84,8,84,6,2,0,0
21,29.75,78.75,22,50,9,50,9,0,0,0,108,81,11,81,6,5,0,0,1485,42,80,42,40,33,5,2,71,82,10,82,8,2,0,0
22,29.75,79.0,125,45,14,45,9,5,0,0,148,65,27,65,23,4,0,0,1043,39,83,39,53,27,1,2,117,83,9,83,6,3,0,0
23,29.75,79.25,169,42,17,42,10,7,0,0,205,65,27,65,21,6,0,0,942,36,86,36,58,25,3,0,167,82,10,82,8,0,2,0
24,29.75,79.5,152,39,20,39,14,6,0,0,158,55,37,55,35,2,0,0,793,39,83,39,56,26,1,0,128,81,11,81,9,0,2,0
25,29.75,79.75,37,41,18,41,18,0,0,0,81,59,33,59,33,0,0,0,234,41,81,41,79,2,0,0,42,84,8,84,6,2,0,0
26,29.75,80.0,79,43,16,43,14,2,0,0,197,53,39,53,34,5,0,0,387,36,86,36,74,12,0,0,36,83,9,83,9,0,0,0
27,29.75,80.25,82,45,14,45,10,4,0,0,187,52,40,52,35,5,0,0,613,41,81,41,55,26,0,0,31,83,9,83,9,0,0,0
