FID,Lat,Long,Winter_Rainfall_Total,Winter_Dry_days,Winter_Wet_days,Winter_Class1_days,Winter_Class2_days,Winter_Class3_days,Winter_Class4_days,Winter_Class5_days,Summer_Rainfall_Total,Summer_Dry_days,Summer_Wet_days,Summer_Class1_days,Summer_Class2_days,Summer_Class3_days,Summer_Class4_days,Summer_Class5_days,Monsoon_Rainfall_Total,Monsoon_Dry_days,Monsoon_Wet_days,Monsoon_Class1_days,Monsoon_Class2_days,Monsoon_Class3_days,Monsoon_Class4_days,Monsoon_Class5_days,Autumn_Rainfall_Total,Autumn_Dry_days,Autumn_Wet_days,Autumn_Class1_days,Autumn_Class2_days,Autumn_Class3_days,Autumn_Class4_days,Autumn_Class5_days
0,28.75,80.0,101,47,12,47,8,4,0,0,12,87,5,87,5,0,0,0,1468,51,71,51,34,30,6,1,98,87,5,87,2,3,0,0
1,29.0,79.25,65,48,11,48,8,3,0,0,23,87,5,87,5,0,0,0,1258,53,69,53,38,24,5,2,109,86,6,86,3,3,0,0
2,29.0,79.5,105,46,13,46,8,5,0,0,27,86,6,86,5,1,0,0,1535,46,76,46,29,42,3,2,170,84,8,84,4,3,1,0
3,29.0,79.75,107,42,17,42,13,4,0,0,29,80,12,80,12,0,0,0,1264,40,82,40,44,34,3,1,85,88,4,88,1,3,0,0
4,29.0,80.0,106,43,16,43,12,4,0,0,24,78,14,78,14,0,0,0,1231,45,77,45,41,32,3,1,89,87,5,87,2,3,0,0
5,29.25,79.0,67,48,11,48,8,3,0,0,21,82,10,82,10,0,0,0,657,53,69,53,43,26,0,0,81,84,8,84,6,2,0,0
6,29.25,79.25,168,46,13,46,6,7,0,0,71,77,15,77,13,2,0,0,2004,40,82,40,30,43,7,2,245,82,10,82,3,5,2,0
7,29.25,79.5,181,41,18,41,11,7,0,0,85,72,20,72,18,2,0,0,1540,39,83,39,30,49,4,0,204,82,10,82,5,3,2,0
8,29.25,79.75,153,40,19,40,12,7,0,0,76,72,20,72,20,0,0,0,582,42,80,42,57,23,0,0,65,86,6,86,3,3,0,0
9,29.25,80.0,150,40,19,40,12,7,0,0,79,70,22,70,22,0,0,0,619,41,81,41,58,23,0,0,54,88,4,88,2,2,0,0
