FID,Lat,Long,Winter_Rainfall_Total,Winter_Dry_days,Winter_Wet_days,Winter_Class1_days,Winter_Class2_days,Winter_Class3_days,Winter_Class4_days,Winter_Class5_days,Summer_Rainfall_Total,Summer_Dry_days,Summer_Wet_days,Summer_Class1_days,Summer_Class2_days,Summer_Class3_days,Summer_Class4_days,Summer_Class5_days,Monsoon_Rainfall_Total,Monsoon_Dry_days,Monsoon_Wet_days,Monsoon_Class1_days,Monsoon_Class2_days,Monsoon_Class3_days,Monsoon_Class4_days,Monsoon_Class5_days,Autumn_Rainfall_Total,Autumn_Dry_days,Autumn_Wet_days,Autumn_Class1_days,Autumn_Class2_days,Autumn_Class3_days,Autumn_Class4_days,Autumn_Class5_days
0,28.75,80.0,6,57,2,57,2,0,0,0,60,83,9,83,7,2,0,0,1551,71,51,71,27,14,6,4,501,86,6,86,2,2,0,2
1,29.0,79.25,13,57,2,57,1,1,0,0,48,80,12,80,11,1,0,0,763,81,41,81,22,14,3,2,187,86,6,86,3,2,0,1
2,29.0,79.5,10,57,2,57,2,0,0,0,37,82,10,82,9,1,0,0,850,77,45,77,25,15,3,2,194,85,7,85,3,3,0,1
3,29.0,79.75,6,57,2,57,2,0,0,0,52,83,9,83,7,2,0,0,1349,68,54,68,34,11,5,4,422,87,5,87,1,2,0,2
4,29.0,80.0,5,57,2,57,2,0,0,0,54,82,10,82,9,1,0,0,1404,70,52,70,30,13,5,4,472,87,5,87,1,2,0,2
5,29.25,79.0,6,57,2,57,2,0,0,0,23,83,9,83,8,1,0,0,515,76,46,76,31,13,2,0,101,88,4,88,2,1,1,0
6,29.25,79.25,12,57,2,57,2,0,0,0,63,79,13,79,12,1,0,0,781,71,51,71,32,15,2,2,189,85,7,85,4,2,0,1
7,29.25,79.5,12,57,2,57,2,0,0,0,97,78,14,78,10,4,0,0,890,65,57,65,37,16,3,1,200,86,6,86,2,3,0,1
8,29.25,79.75,11,57,2,57,2,0,0,0,91,79,13,79,8,5,0,0,1180,55,67,55,45,16,3,3,328,85,7,85,3,2,1,1
9,29.25,80.0,6,57,2,57,2,0,0,0,81,80,12,80,8,4,0,0,1319,60,62,60,38,16,4,4,435,83,9,83,5,2,0,2
10,29.25,80.25,5,57,2,57,2,0,0,0,64,80,12,80,10,2,0,0,1342,62,60,62,35,16,5,4,444,82,10,82,5,2,1,2
11,29.5,78.75,9,57,2,57,2,0,0,0,11,89,3,89,3,0,0,0,518,79,43,79,24,18,1,0,54,88,4,88,2,2,0,0
12,29.5,79.0,8,57,2,57,2,0,0,0,45,80,12,80,11,1,0,0,452,74,48,74,34,13,1,0,73,88,4,88,2,2,0,0
13,29.5,79.25,11,57,2,57,2,0,0,0,100,78,14,78,10,4,0,0,685,65,57,65,39,14,3,1,127,86,6,86,3,2,1,0
14,29.5,79.5,14,56,3,56,3,0,0,0,119,76,16,76,10,6,0,0,930,69,53,69,33,15,3,2,206,85,7,85,3,3,0,1
15,29.5,79.75,12,56,3,56,3,0,0,0,103,78,14,78,10,4,0,0,932,62,60,62,41,14,4,1,203,85,7,85,3,3,0,1
16,29.5,80.0,9,57,2,57,2,0,0,0,99,79,13,79,9,4,0,0,1225,52,70,52,46,18,4,2,312,82,10,82,5,2,1,2
17,29.5,80.25,7,57,2,57,2,0,0,0,95,80,12,80,7,5,0,0,1329,56,66,56,39,19,6,2,361,82,10,82,5,2,1,2
18,29.75,78.0,26,56,3,56,2,1,0,0,154,72,20,72,16,4,0,0,894,74,48,74,17,27,4,0,22,88,4,88,3,1,0,0
19,29.75,78.25,20,57,2,57,1,1,0,0,41,86,6,86,5,1,0,0,838,72,50,72,26,19,5,0,23,89,3,89,2,1,0,0
20,29.75,78.5,11,58,1,58,0,1,0,0,33,88,4,88,2,2,0,0,747,75,47,75,23,20,4,0,24,89,3,89,2,1,0,0
21,29.75,78.75,12,57,2,57,1,1,0,0,22,88,4,88,3,1,0,0,395,69,53,69,37,16,0,0,50,87,5,87,3,2,0,0
22,29.75,79.0,8,57,2,57,2,0,0,0,67,79,13,79,11,2,0,0,478,63,59,63,45,13,1,0,79,87,5,87,3,2,0,0
23,29.75,79.25,11,57,2,57,2,0,0,0,95,78,14,78,10,4,0,0,655,62,60,62,41,16,3,0,123,86,6,86,3,2,1,0
24,29.75,79.5,14,57,2,57,2,0,0,0,105,77,15,77,10,5,0,0,831,56,66,56,46,16,3,1,173,83,9,83,5,3,1,0
25,29.75,79.75,13,57,2,57,2,0,0,0,106,77,15,77,11,4,0,0,930,53,69,53,46,19,3,1,202,83,9,83,5,2,2,0
26,29.75,80.0,10,57,2,57,2,0,0,0,113,77,15,77,11,4,0,0,1121,49,73,49,46,23,2,2,260,83,9,83,4,2,3,0
27,29.75,80.25,8,57,2,57,2,0,0,0,114,79,13,79,8,5,0,0,1240,55,67,55,40,22,3,2,325,83,9,83,3,3,2,1
28,30.0,77.75,37,55,4,55,3,1,0,0,270,65,27,65,20,5,2,0,1139,56,66,56,32,29,4,1,33,86,6,86,5,1,0,0
29,30.0,78.0,41,55,4,55,2,2,0,0,166,62,30,62,24,6,0,0,1052,67,55,67,25,26,4,0,32,87,5,87,4,1,0,0
30,30.0,78.25,44,55,4,55,2,2,0,0,95,70,22,70,19,3,0,0,747,67,55,67,28,25,2,0,41,88,4,88,3,1,0,0
31,30.0,78.5,39,55,4,55,2,2,0,0,112,71,21,71,18,3,0,0,393,77,45,77,30,14,1,0,65,87,5,87,3,2,0,0
32,30.0,78.75,40,55,4,55,2,2,0,0,111,71,21,71,17,4,0,0,372,80,42,80,25,17,0,0,50,86,6,86,4,2,0,0
33,30.0,79.0,30,55,4,55,3,1,0,0,125,68,24,68,20,4,0,0,423,59,63,59,44,19,0,0,51,85,7,85,5,2,0,0
34,30.0,79.25,13,57,2,57,2,0,0,0,102,76,16,76,12,4,0,0,550,51,71,51,52,19,0,0,68,84,8,84,5,3,0,0
35,30.0,79.5,14,57,2,57,2,0,0,0,109,77,15,77,10,5,0,0,773,47,75,47,53,20,2,0,127,83,9,83,5,3,1,0
36,30.0,79.75,14,57,2,57,2,0,0,0,114,77,15,77,10,5,0,0,887,44,78,44,53,21,4,0,166,83,9,83,5,3,1,0
37,30.0,80.0,11,57,2,57,2,0,0,0,121,76,16,76,10,6,0,0,925,46,76,46,50,22,4,0,177,83,9,83,5,3,1,0
