FID,Lat,Long,Winter_Rainfall_Total,Winter_Dry_days,Winter_Wet_days,Winter_Class1_days,Winter_Class2_days,Winter_Class3_days,Winter_Class4_days,Winter_Class5_days,Summer_Rainfall_Total,Summer_Dry_days,Summer_Wet_days,Summer_Class1_days,Summer_Class2_days,Summer_Class3_days,Summer_Class4_days,Summer_Class5_days,Monsoon_Rainfall_Total,Monsoon_Dry_days,Monsoon_Wet_days,Monsoon_Class1_days,Monsoon_Class2_days,Monsoon_Class3_days,Monsoon_Class4_days,Monsoon_Class5_days,Autumn_Rainfall_Total,Autumn_Dry_days,Autumn_Wet_days,Autumn_Class1_days,Autumn_Class2_days,Autumn_Class3_days,Autumn_Class4_days,Autumn_Class5_days
66,30.75,78.5,56,50,9,50,7,2,0,0,42,82,10,82,9,1,0,0,250,84,38,84,28,10,0,0,16,88,4,88,3,1,0,0
67,30.75,78.75,96,45,14,45,11,3,0,0,57,70,22,70,22,0,0,0,604,34,88,34,64,24,0,0,19,86,6,86,6,0,0,0
68,30.75,79.0,95,45,14,45,9,5,0,0,66,75,17,75,15,2,0,0,518,31,91,31,73,18,0,0,41,85,7,85,6,1,0,0
69,30.75,79.25,93,50,9,50,4,5,0,0,70,80,12,80,10,2,0,0,572,41,81,41,61,20,0,0,56,85,7,85,4,3,0,0
70,30.75,79.5,94,50,9,50,4,5,0,0,71,80,12,80,10,2,0,0,627,44,78,44,55,23,0,0,66,85,7,85,4,3,0,0
71,30.75,79.75,97,50,9,50,4,5,0,0,75,76,16,76,14,2,0,0,608,37,85,37,66,19,0,0,55,85,7,85,5,2,0,0
72,30.75,80.0,107,50,9,50,4,5,0,0,88,68,24,68,22,2,0,0,708,26,96,26,72,23,1,0,54,85,7,85,5,2,0,0
73,31.0,78.0,167,46,13,46,8,4,1,0,84,71,21,71,20,1,0,0,903,40,82,40,49,33,0,0,20,90,2,90,1,1,0,0
74,31.0,78.25,117,43,16,43,10,6,0,0,79,66,26,66,24,2,0,0,901,37,85,37,47,37,1,0,18,89,3,89,3,0,0,0
75,31.0,78.5,101,44,15,44,11,4,0,0,58,72,20,72,20,0,0,0,680,37,85,37,55,30,0,0,16,88,4,88,4,0,0,0
76,31.0,78.75,102,44,15,44,12,3,0,0,59,71,21,71,21,0,0,0,719,31,91,31,55,36,0,0,15,87,5,87,5,0,0,0
77,31.0,79.0,91,44,15,44,12,3,0,0,61,73,19,73,18,1,0,0,516,33,89,33,69,20,0,0,42,85,7,85,5,2,0,0
78,31.0,79.25,93,48,11,48,6,5,0,0,67,78,14,78,12,2,0,0,570,39,83,39,63,20,0,0,51,85,7,85,5,2,0,0
79,31.0,79.5,94,50,9,50,4,5,0,0,71,80,12,80,10,2,0,0,582,45,77,45,57,20,0,0,56,85,7,85,4,3,0,0
80,31.0,79.75,94,50,9,50,4,5,0,0,71,80,12,80,10,2,0,0,580,42,80,42,60,20,0,0,57,85,7,85,4,3,0,0
81,31.25,78.25,90,40,19,40,16,3,0,0,96,66,26,66,23,3,0,0,515,57,65,57,46,19,0,0,23,86,6,86,6,0,0,0
82,31.25,79.0,88,43,16,43,14,2,0,0,57,73,19,73,19,0,0,0,500,33,89,33,70,19,0,0,42,85,7,85,5,2,0,0
