FID,Lat,Long,Winter_Rainfall_Total,Winter_Dry_days,Winter_Wet_days,Winter_Class1_days,Winter_Class2_days,Winter_Class3_days,Winter_Class4_days,Winter_Class5_days,Summer_Rainfall_Total,Summer_Dry_days,Summer_Wet_days,Summer_Class1_days,Summer_Class2_days,Summer_Class3_days,Summer_Class4_days,Summer_Class5_days,Monsoon_Rainfall_Total,Monsoon_Dry_days,Monsoon_Wet_days,Monsoon_Class1_days,Monsoon_Class2_days,Monsoon_Class3_days,Monsoon_Class4_days,Monsoon_Class5_days,Autumn_Rainfall_Total,Autumn_Dry_days,Autumn_Wet_days,Autumn_Class1_days,Autumn_Class2_days,Autumn_Class3_days,Autumn_Class4_days,Autumn_Class5_days
0,28.75,80.0,119,46,13,46,9,4,0,0,32,83,9,83,8,1,0,0,1224,54,68,54,34,28,5,1,13,88,4,88,4,0,0,0
1,29.0,79.25,79,43,16,43,13,3,0,0,66,81,11,81,7,4,0,0,1436,65,57,65,31,14,7,5,6,90,2,90,2,0,0,0
2,29.0,79.5,77,45,14,45,12,2,0,0,56,78,14,78,13,1,0,0,1030,54,68,54,44,17,6,1,2,91,1,91,1,0,0,0
3,29.0,79.75,126,39,20,39,16,4,0,0,45,70,22,70,22,0,0,0,962,43,79,43,49,26,4,0,9,88,4,88,4,0,0,0
4,29.0,80.0,131,38,21,38,16,5,0,0,41,71,21,71,21,0,0,0,1087,43,79,43,48,27,4,0,13,86,6,86,6,0,0,0
5,29.25,79.0,82,40,19,40,16,3,0,0,43,78,14,78,14,0,0,0,1062,47,75,47,45,25,3,2,1,91,1,91,1,0,0,0
6,29.25,79.25,122,35,24,35,20,4,0,0,58,74,18,74,17,1,0,0,1343,41,81,41,49,25,4,3,9,85,7,85,7,0,0,0
7,29.25,79.5,144,34,25,34,21,4,0,0,87,66,26,66,24,2,0,0,1315,39,83,39,50,26,5,2,20,86,6,86,6,0,0,0
8,29.25,79.75,163,35,24,35,17,7,0,0,73,66,26,66,25,1,0,0,887,36,86,36,63,20,2,1,19,85,7,85,7,0,0,0
9,29.25,80.0,151,36,23,36,17,6,0,0,62,69,23,69,22,1,0,0,929,33,89,33,63,23,2,1,17,86,6,86,6,0,0,0
10,29.25,80.25,152,33,26,33,20,6,0,0,59,64,28,64,28,0,0,0,1073,22,100,22,60,38,2,0,21,84,8,84,8,0,0,0
11,29.5,78.75,59,52,7,52,5,2,0,0,49,83,9,83,7,2,0,0,727,68,54,68,32,19,3,0,0,92,0,92,0,0,0,0
12,29.5,79.0,72,48,11,48,9,2,0,0,54,84,8,84,6,2,0,0,707,58,64,58,46,15,3,0,0,92,0,92,0,0,0,0
13,29.5,79.25,122,36,23,36,19,4,0,0,57,75,17,75,16,1,0,0,1117,40,82,40,53,25,2,2,8,85,7,85,7,0,0,0
14,29.5,79.5,183,36,23,36,17,6,0,0,112,64,28,64,24,4,0,0,1197,42,80,42,53,21,5,1,33,83,9,83,8,1,0,0
15,29.5,79.75,154,32,27,32,21,6,0,0,74,61,31,61,31,0,0,0,1002,25,97,25,66,29,1,1,21,83,9,83,9,0,0,0
16,29.5,80.0,142,34,25,34,19,6,0,0,61,65,27,65,26,1,0,0,1177,23,99,23,57,40,2,0,28,83,9,83,9,0,0,0
17,29.5,80.25,172,34,25,34,18,7,0,0,75,59,33,59,33,0,0,0,1171,23,99,23,53,44,2,0,24,81,11,81,11,0,0,0
18,29.75,78.0,67,45,14,45,11,3,0,0,42,81,11,81,9,2,0,0,1107,65,57,65,25,27,4,1,5,91,1,91,1,0,0,0
19,29.75,78.25,71,50,9,50,7,2,0,0,38,86,6,86,5,1,0,0,1143,72,50,72,23,21,3,3,1,91,1,91,1,0,0,0
20,29.75,78.5,91,43,16,43,12,4,0,0,56,82,10,82,8,2,0,0,1325,55,67,55,40,18,5,4,0,92,0,92,0,0,0,0
21,29.75,78.75,100,39,20,39,16,4,0,0,46,79,13,79,12,1,0,0,722,45,77,45,54,21,2,0,0,92,0,92,0,0,0,0
22,29.75,79.0,85,44,15,44,13,2,0,0,62,77,15,77,13,2,0,0,780,51,71,51,50,18,3,0,5,87,5,87,5,0,0,0
23,29.75,79.25,114,38,21,38,18,3,0,0,72,72,20,72,18,2,0,0,891,44,78,44,55,20,3,0,11,85,7,85,7,0,0,0
24,29.75,79.5,147,36,23,36,19,4,0,0,90,69,23,69,22,1,0,0,1012,42,80,42,55,18,7,0,20,84,8,84,8,0,0,0
25,29.75,79.75,151,33,26,33,22,4,0,0,78,59,33,59,33,0,0,0,1099,22,100,22,65,33,2,0,26,83,9,83,9,0,0,0
26,29.75,80.0,135,35,24,35,19,5,0,0,83,59,33,59,32,1,0,0,1246,21,101,21,54,45,2,0,30,77,15,77,15,0,0,0
27,29.75,80.25,225,40,19,40,13,6,0,0,103,59,33,59,32,1,0,0,1292,22,100,22,52,46,2,0,31,77,15,77,15,0,0,0
28,30.0,77.75,45,43,16,43,16,0,0,0,63,83,9,83,8,1,0,0,977,45,77,45,48,24,5,0,5,91,1,91,1,0,0,0
29,30.0,78.0,81,41,18,41,15,3,0,0,67,82,10,82,8,2,0,0,1393,58,64,58,32,24,7,1,9,91,1,91,1,0,0,0
30,30.0,78.25,104,31,28,31,25,3,0,0,53,74,18,74,16,2,0,0,1132,36,86,36,51,31,4,0,6,89,3,89,3,0,0,0
31,30.0,78.5,171,31,28,31,22,6,0,0,49,74,18,74,18,0,0,0,887,40,82,40,49,32,1,0,2,90,2,90,2,0,0,0
32,30.0,78.75,158,34,25,34,19,6,0,0,49,76,16,76,16,0,0,0,839,43,79,43,48,30,1,0,0,92,0,92,0,0,0,0
33,30.0,79.0,140,26,33,26,30,3,0,0,51,70,22,70,21,1,0,0,978,38,84,38,36,48,0,0,7,86,6,86,6,0,0,0
34,30.0,79.25,114,27,32,27,31,1,0,0,65,65,27,65,25,2,0,0,1061,36,86,36,38,48,0,0,17,82,10,82,10,0,0,0
