FID,Lat,Long,Winter_Rainfall_Total,Winter_Dry_days,Winter_Wet_days,Winter_Class1_days,Winter_Class2_days,Winter_Class3_days,Winter_Class4_days,Winter_Class5_days,Summer_Rainfall_Total,Summer_Dry_days,Summer_Wet_days,Summer_Class1_days,Summer_Class2_days,Summer_Class3_days,Summer_Class4_days,Summer_Class5_days,Monsoon_Rainfall_Total,Monsoon_Dry_days,Monsoon_Wet_days,Monsoon_Class1_days,Monsoon_Class2_days,Monsoon_Class3_days,Monsoon_Class4_days,Monsoon_Class5_days,Autumn_Rainfall_Total,Autumn_Dry_days,Autumn_Wet_days,Autumn_Class1_days,Autumn_Class2_days,Autumn_Class3_days,Autumn_Class4_days,Autumn_Class5_days
0,28.75,80.0,0,59,0,59,0,0,0,0,149,77,15,77,9,6,0,0,1028,59,63,59,30,29,4,0,23,90,2,90,0,2,0,0
1,29.0,79.25,0,59,0,59,0,0,0,0,128,76,16,76,13,3,0,0,760,79,43,79,26,14,1,2,25,88,4,88,3,1,0,0
2,29.0,79.5,0,59,0,59,0,0,0,0,68,73,19,73,17,2,0,0,616,70,52,70,32,18,2,0,18,88,4,88,4,0,0,0
3,29.0,79.75,0,59,0,59,0,0,0,0,159,66,26,66,20,6,0,0,862,51,71,51,38,31,2,0,31,87,5,87,4,1,0,0
4,29.0,80.0,0,59,0,59,0,0,0,0,172,67,25,67,17,8,0,0,937,52,70,52,34,33,3,0,29,87,5,87,4,1,0,0
5,29.25,79.0,1,58,1,58,1,0,0,0,92,66,26,66,24,2,0,0,516,52,70,52,58,10,2,0,10,86,6,86,6,0,0,0
6,29.25,79.25,1,58,1,58,1,0,0,0,136,63,29,63,25,4,0,0,761,45,77,45,56,19,1,1,21,82,10,82,10,0,0,0
7,29.25,79.5,2,57,2,57,2,0,0,0,156,59,33,59,28,5,0,0,770,42,80,42,57,19,4,0,30,83,9,83,8,1,0,0
8,29.25,79.75,2,57,2,57,2,0,0,0,208,64,28,64,20,8,0,0,776,35,87,35,63,22,2,0,43,84,8,84,6,2,0,0
9,29.25,80.0,2,57,2,57,2,0,0,0,194,65,27,65,21,6,0,0,834,31,91,31,64,24,3,0,38,86,6,86,4,2,0,0
10,29.25,80.25,7,54,5,54,5,0,0,0,141,56,36,56,33,3,0,0,876,28,94,28,60,34,0,0,20,87,5,87,5,0,0,0
11,29.5,78.75,0,59,0,59,0,0,0,0,52,80,12,80,9,3,0,0,253,94,28,94,23,4,1,0,7,89,3,89,3,0,0,0
12,29.5,79.0,0,59,0,59,0,0,0,0,37,76,16,76,16,0,0,0,234,75,47,75,43,3,1,0,5,90,2,90,2,0,0,0
13,29.5,79.25,1,58,1,58,1,0,0,0,115,60,32,60,30,2,0,0,619,43,79,43,59,17,3,0,15,83,9,83,9,0,0,0
14,29.5,79.5,4,56,3,56,3,0,0,0,177,60,32,60,26,6,0,0,744,49,73,49,52,19,1,1,37,86,6,86,4,2,0,0
15,29.5,79.75,7,54,5,54,5,0,0,0,166,55,37,55,32,5,0,0,805,27,95,27,66,28,1,0,30,84,8,84,7,1,0,0
16,29.5,80.0,13,54,5,54,5,0,0,0,85,57,35,57,35,0,0,0,898,30,92,30,58,34,0,0,4,89,3,89,3,0,0,0
17,29.5,80.25,24,51,8,51,8,0,0,0,189,38,54,38,50,4,0,0,946,15,107,15,66,41,0,0,28,77,15,77,15,0,0,0
18,29.75,78.0,5,58,1,58,1,0,0,0,209,73,19,73,13,5,1,0,553,73,49,73,27,21,1,0,22,87,5,87,4,1,0,0
19,29.75,78.25,5,58,1,58,1,0,0,0,234,77,15,77,6,9,0,0,741,82,40,82,22,14,3,1,14,90,2,90,2,0,0,0
20,29.75,78.5,4,57,2,57,2,0,0,0,250,70,22,70,12,10,0,0,857,56,66,56,47,14,4,1,17,90,2,90,1,1,0,0
21,29.75,78.75,3,58,1,58,1,0,0,0,74,64,28,64,28,0,0,0,393,50,72,50,63,8,1,0,10,84,8,84,8,0,0,0
