FID,Lat,Long,Winter_Rainfall_Total,Winter_Dry_days,Winter_Wet_days,Winter_Class1_days,Winter_Class2_days,Winter_Class3_days,Winter_Class4_days,Winter_Class5_days,Summer_Rainfall_Total,Summer_Dry_days,Summer_Wet_days,Summer_Class1_days,Summer_Class2_days,Summer_Class3_days,Summer_Class4_days,Summer_Class5_days,Monsoon_Rainfall_Total,Monsoon_Dry_days,Monsoon_Wet_days,Monsoon_Class1_days,Monsoon_Class2_days,Monsoon_Class3_days,Monsoon_Class4_days,Monsoon_Class5_days,Autumn_Rainfall_Total,Autumn_Dry_days,Autumn_Wet_days,Autumn_Class1_days,Autumn_Class2_days,Autumn_Class3_days,Autumn_Class4_days,Autumn_Class5_days
0,28.75,80.0,81,52,7,52,5,2,0,0,164,78,14,78,8,5,1,0,1419,65,57,65,20,32,3,2,19,88,4,88,3,1,0,0
1,29.0,79.25,52,52,7,52,5,2,0,0,148,77,15,77,10,5,0,0,1182,65,57,65,29,22,5,1,11,88,4,88,4,0,0,0
2,29.0,79.5,61,50,9,50,6,3,0,0,170,76,16,76,11,4,1,0,1277,57,65,57,28,29,6,2,31,87,5,87,4,1,0,0
3,29.0,79.75,90,49,10,49,8,2,0,0,177,69,23,69,19,3,1,0,1023,60,62,60,27,33,1,1,16,87,5,87,4,1,0,0
4,29.0,80.0,92,49,10,49,8,1,1,0,186,69,23,69,17,5,1,0,1145,63,59,63,23,31,4,1,17,87,5,87,4,1,0,0
5,29.25,79.0,86,51,8,51,3,5,0,0,156,72,20,72,16,4,0,0,613,57,65,57,44,20,1,0,13,87,5,87,5,0,0,0
6,29.25,79.25,108,49,10,49,5,5,0,0,281,69,23,69,16,6,1,0,1528,51,71,51,31,31,6,3,55,86,6,86,4,2,0,0
7,29.25,79.5,113,45,14,45,9,5,0,0,294,65,27,65,21,5,1,0,1245,47,75,47,39,29,6,1,39,85,7,85,6,1,0,0
8,29.25,79.75,122,48,11,48,7,3,1,0,256,61,31,61,24,6,1,0,677,62,60,62,41,17,1,1,16,85,7,85,7,0,0,0
9,29.25,80.0,123,48,11,48,7,3,1,0,246,63,29,63,23,5,1,0,720,61,61,61,39,20,1,1,15,87,5,87,5,0,0,0
10,29.25,80.25,118,48,11,48,7,3,1,0,250,59,33,59,26,6,1,0,810,56,66,56,37,28,0,1,18,86,6,86,6,0,0,0
11,29.5,78.75,47,50,9,50,7,2,0,0,94,78,14,78,11,3,0,0,756,74,48,74,26,18,4,0,1,91,1,91,1,0,0,0
12,29.5,79.0,105,50,9,50,4,5,0,0,268,65,27,65,19,6,2,0,973,54,68,54,38,25,4,1,19,86,6,86,6,0,0,0
13,29.5,79.25,119,50,9,50,4,5,0,0,327,66,26,66,16,8,2,0,1104,57,65,57,33,28,3,1,20,86,6,86,6,0,0,0
14,29.5,79.5,114,46,13,46,9,4,0,0,294,65,27,65,19,6,2,0,715,63,59,63,38,18,2,1,19,86,6,86,5,1,0,0
15,29.5,79.75,120,48,11,48,7,3,1,0,256,61,31,61,25,5,1,0,647,61,61,61,40,20,0,1,18,86,6,86,5,1,0,0
