FID,Lat,Long,Winter_Rainfall_Total,Winter_Dry_days,Winter_Wet_days,Winter_Class1_days,Winter_Class2_days,Winter_Class3_days,Winter_Class4_days,Winter_Class5_days,Summer_Rainfall_Total,Summer_Dry_days,Summer_Wet_days,Summer_Class1_days,Summer_Class2_days,Summer_Class3_days,Summer_Class4_days,Summer_Class5_days,Monsoon_Rainfall_Total,Monsoon_Dry_days,Monsoon_Wet_days,Monsoon_Class1_days,Monsoon_Class2_days,Monsoon_Class3_days,Monsoon_Class4_days,Monsoon_Class5_days,Autumn_Rainfall_Total,Autumn_Dry_days,Autumn_Wet_days,Autumn_Class1_days,Autumn_Class2_days,Autumn_Class3_days,Autumn_Class4_days,Autumn_Class5_days
0,28.75,80.0,149,51,8,51,3,4,1,0,5,91,1,91,1,0,0,0,1528,41,81,41,44,28,8,1,53,86,6,86,4,2,0,0
1,29.0,79.25,162,51,8,51,2,5,1,0,31,87,5,87,4,1,0,0,1424,40,82,40,49,25,5,3,67,88,4,88,3,0,1,0
2,29.0,79.5,186,51,8,51,3,4,1,0,30,86,6,86,5,1,0,0,1785,37,85,37,35,43,3,4,56,87,5,87,3,2,0,0
3,29.0,79.75,169,51,8,51,3,4,1,0,18,85,7,85,7,0,0,0,1167,40,82,40,48,32,1,1,35,87,5,87,3,2,0,0
4,29.0,80.0,169,51,8,51,3,4,1,0,14,85,7,85,7,0,0,0,1285,35,87,35,51,32,3,1,44,85,7,85,5,2,0,0
5,29.25,79.0,130,51,8,51,2,5,1,0,9,87,5,87,5,0,0,0,1069,33,89,33,59,27,2,1,42,86,6,86,5,1,0,0
6,29.25,79.25,257,51,8,51,1,5,2,0,37,82,10,82,8,2,0,0,2141,31,91,31,39,41,9,2,27,86,6,86,5,1,0,0
7,29.25,79.5,259,50,9,50,2,5,2,0,68,77,15,77,13,2,0,0,1782,27,95,27,45,45,3,2,21,86,6,86,5,1,0,0
8,29.25,79.75,236,50,9,50,3,5,1,0,53,79,13,79,12,1,0,0,960,31,91,31,68,21,0,2,20,85,7,85,7,0,0,0
9,29.25,80.0,226,50,9,50,3,5,1,0,48,79,13,79,13,0,0,0,951,36,86,36,62,22,1,1,22,85,7,85,7,0,0,0
10,29.25,80.25,215,50,9,50,4,4,1,0,66,75,17,75,15,2,0,0,1028,30,92,30,65,25,1,1,25,84,8,84,8,0,0,0
11,29.5,78.75,139,51,8,51,2,6,0,0,9,87,5,87,5,0,0,0,1143,44,78,44,50,22,5,1,37,89,3,89,1,2,0,0
12,29.5,79.0,228,50,9,50,1,7,1,0,30,80,12,80,12,0,0,0,1292,25,97,25,49,46,1,1,40,84,8,84,6,2,0,0
13,29.5,79.25,259,50,9,50,1,6,2,0,43,75,17,75,17,0,0,0,1324,21,101,21,54,45,0,2,28,84,8,84,7,1,0,0
14,29.5,79.5,261,50,9,50,1,6,2,0,99,77,15,77,11,4,0,0,1101,39,83,39,57,23,1,2,13,86,6,86,6,0,0,0
15,29.5,79.75,233,50,9,50,3,5,1,0,71,75,17,75,15,2,0,0,906,33,89,33,67,20,0,2,20,83,9,83,9,0,0,0
16,29.5,80.0,232,49,10,49,4,4,2,0,98,74,18,74,14,4,0,0,946,41,81,41,53,25,2,1,21,85,7,85,7,0,0,0
17,29.5,80.25,232,48,11,48,5,5,1,0,86,71,21,71,18,3,0,0,1009,21,101,21,77,22,1,1,23,83,9,83,9,0,0,0
18,29.75,78.0,244,48,11,48,5,6,0,0,11,88,4,88,4,0,0,0,1166,39,83,39,48,30,4,1,29,86,6,86,5,1,0,0
19,29.75,78.25,214,51,8,51,0,8,0,0,9,87,5,87,5,0,0,0,972,41,81,41,50,28,3,0,11,87,5,87,5,0,0,0
20,29.75,78.5,263,50,9,50,2,5,2,0,25,88,4,88,3,1,0,0,845,43,79,43,51,26,2,0,5,88,4,88,4,0,0,0
21,29.75,78.75,250,48,11,48,3,7,1,0,23,88,4,88,4,0,0,0,817,40,82,40,55,26,1,0,3,90,2,90,2,0,0,0
22,29.75,79.0,220,49,10,49,2,7,1,0,36,78,14,78,14,0,0,0,1159,23,99,23,62,35,0,2,34,85,7,85,6,1,0,0
23,29.75,79.25,212,49,10,49,3,7,0,0,40,80,12,80,11,1,0,0,1015,36,86,36,54,30,1,1,39,87,5,87,4,1,0,0
24,29.75,79.5,237,49,10,49,3,6,1,0,38,79,13,79,13,0,0,0,976,31,91,31,60,28,2,1,22,87,5,87,4,1,0,0
25,29.75,79.75,240,49,10,49,3,6,1,0,60,77,15,77,14,1,0,0,998,31,91,31,55,32,3,1,19,86,6,86,6,0,0,0
26,29.75,80.0,236,48,11,48,5,5,1,0,101,68,24,68,21,3,0,0,1130,17,105,17,70,33,1,1,26,80,12,80,12,0,0,0
27,29.75,80.25,243,46,13,46,6,6,1,0,108,67,25,67,22,3,0,0,1251,17,105,17,59,43,2,1,34,79,13,79,13,0,0,0
28,30.0,77.75,277,48,11,48,4,6,1,0,10,87,5,87,5,0,0,0,1530,30,92,30,50,36,5,1,35,83,9,83,8,1,0,0
29,30.0,78.0,266,48,11,48,5,5,1,0,16,88,4,88,3,1,0,0,1334,43,79,43,49,25,2,3,29,87,5,87,4,1,0,0
30,30.0,78.25,254,47,12,47,4,8,0,0,34,84,8,84,7,1,0,0,982,35,87,35,60,25,0,2,10,88,4,88,4,0,0,0
31,30.0,78.5,264,47,12,47,4,8,0,0,41,84,8,84,6,2,0,0,788,51,71,51,49,20,2,0,4,89,3,89,3,0,0,0
32,30.0,78.75,259,48,11,48,3,7,1,0,40,84,8,84,7,1,0,0,907,46,76,46,46,27,3,0,15,87,5,87,4,1,0,0
33,30.0,79.0,217,46,13,46,4,9,0,0,44,76,16,76,16,0,0,0,1318,30,92,30,47,41,3,1,35,87,5,87,3,2,0,0
34,30.0,79.25,163,48,11,48,3,8,0,0,44,79,13,79,13,0,0,0,1288,36,86,36,48,34,3,1,28,87,5,87,4,1,0,0
35,30.0,79.5,172,49,10,49,2,8,0,0,40,79,13,79,13,0,0,0,1151,34,88,34,53,31,3,1,22,88,4,88,3,1,0,0
36,30.0,79.75,237,45,14,45,5,9,0,0,80,70,22,70,22,0,0,0,1369,16,106,16,54,49,2,1,33,82,10,82,10,0,0,0
37,30.0,80.0,261,46,13,46,3,9,1,0,139,73,19,73,11,8,0,0,1830,21,101,21,40,55,5,1,51,82,10,82,9,1,0,0
38,30.0,80.25,258,46,13,46,4,8,1,0,135,72,20,72,13,7,0,0,1708,17,105,17,41,58,6,0,46,80,12,80,11,1,0,0
39,30.0,80.5,252,46,13,46,4,8,1,0,132,71,21,71,16,5,0,0,1563,16,106,16,42,61,3,0,43,79,13,79,12,1,0,0
40,30.25,78.0,288,48,11,48,4,5,2,0,37,81,11,81,10,1,0,0,2219,19,103,19,50,43,7,3,53,76,16,76,15,1,0,0
41,30.25,78.25,310,48,11,48,2,7,2,0,84,77,15,77,11,4,0,0,1088,54,68,54,41,21,4,2,15,86,6,86,6,0,0,0
42,30.25,78.5,256,48,11,48,3,8,0,0,44,86,6,86,4,2,0,0,731,58,64,58,42,19,2,1,11,89,3,89,3,0,0,0
43,30.25,78.75,277,48,11,48,2,8,1,0,52,83,9,83,7,2,0,0,1200,46,76,46,41,32,3,0,25,87,5,87,4,1,0,0
44,30.25,79.0,267,45,14,45,6,7,1,0,50,77,15,77,14,1,0,0,1557,28,94,28,47,41,6,0,60,86,6,86,4,2,0,0
45,30.25,79.25,233,46,13,46,6,7,0,0,64,74,18,74,17,1,0,0,1746,28,94,28,37,49,7,1,33,85,7,85,6,1,0,0
46,30.25,79.5,209,45,14,45,7,7,0,0,65,71,21,71,20,1,0,0,1433,28,94,28,49,41,3,1,21,88,4,88,3,1,0,0
47,30.25,79.75,244,44,15,44,6,9,0,0,87,70,22,70,21,1,0,0,1505,12,110,12,51,54,4,1,38,81,11,81,11,0,0,0
48,30.25,80.0,262,46,13,46,3,9,1,0,135,71,21,71,14,7,0,0,1781,18,104,18,42,56,5,1,49,81,11,81,10,1,0,0
49,30.25,80.25,259,46,13,46,4,8,1,0,136,70,22,70,15,7,0,0,1725,17,105,17,42,57,6,0,47,81,11,81,10,1,0,0
50,30.25,80.5,258,46,13,46,4,8,1,0,144,72,20,72,13,7,0,0,1713,18,104,18,39,59,6,0,46,81,11,81,10,1,0,0
51,30.25,80.75,261,46,13,46,4,8,1,0,155,72,20,72,12,8,0,0,1754,20,102,20,39,57,5,1,49,82,10,82,9,1,0,0
52,30.25,81.0,262,46,13,46,3,9,1,0,167,72,20,72,11,9,0,0,1814,20,102,20,41,55,5,1,51,82,10,82,9,1,0,0
53,30.5,78.0,302,48,11,48,2,7,2,0,48,80,12,80,11,1,0,0,1835,20,102,20,51,45,3,3,62,76,16,76,14,2,0,0
54,30.5,78.25,333,48,11,48,1,8,2,0,104,71,21,71,16,5,0,0,1365,39,83,39,49,27,5,2,30,84,8,84,8,0,0,0
55,30.5,78.5,309,49,10,49,0,9,1,0,87,78,14,78,9,5,0,0,1246,38,84,38,50,30,2,2,23,85,7,85,7,0,0,0
56,30.5,78.75,243,47,12,47,4,7,1,0,57,75,17,75,16,1,0,0,1140,28,94,28,55,36,3,0,27,85,7,85,6,1,0,0
57,30.5,79.0,279,46,13,46,6,6,1,0,68,71,21,71,20,1,0,0,1705,26,96,26,40,50,6,0,36,84,8,84,6,2,0,0
58,30.5,79.25,289,44,15,44,8,6,1,0,96,70,22,70,20,2,0,0,1915,31,91,31,34,49,8,0,23,83,9,83,9,0,0,0
59,30.5,79.5,291,44,15,44,8,5,2,0,91,76,16,76,13,3,0,0,1208,32,90,32,45,42,2,1,18,86,6,86,6,0,0,0
60,30.5,79.75,273,41,18,41,10,7,1,0,97,66,26,66,25,1,0,0,1525,14,108,14,54,51,2,1,29,83,9,83,9,0,0,0
61,30.5,80.0,265,43,16,43,7,8,1,0,117,66,26,66,22,4,0,0,1768,15,107,15,43,58,6,0,43,82,10,82,9,1,0,0
62,30.5,80.25,267,43,16,43,7,8,1,0,129,69,23,69,17,6,0,0,1712,15,107,15,45,56,6,0,46,81,11,81,10,1,0,0
63,30.75,77.75,427,46,13,46,3,6,4,0,67,82,10,82,8,2,0,0,1465,41,81,41,40,32,8,1,36,79,13,79,13,0,0,0
64,30.75,78.0,419,47,12,47,2,6,4,0,77,80,12,80,10,2,0,0,1504,37,85,37,40,39,5,1,42,85,7,85,5,2,0,0
65,30.75,78.25,322,49,10,49,1,8,1,0,122,79,13,79,7,6,0,0,1802,40,82,40,35,39,5,3,92,84,8,84,5,3,0,0
66,30.75,78.5,263,48,11,48,2,8,1,0,99,77,15,77,11,4,0,0,1440,26,96,26,52,39,4,1,33,86,6,86,5,1,0,0
67,30.75,78.75,199,47,12,47,4,8,0,0,86,76,16,76,14,2,0,0,1268,24,98,24,55,41,2,0,38,86,6,86,5,1,0,0
68,30.75,79.0,227,44,15,44,7,7,1,0,85,70,22,70,21,1,0,0,1433,20,102,20,48,52,2,0,35,84,8,84,8,0,0,0
69,30.75,79.25,288,43,16,43,9,5,2,0,89,72,20,72,19,1,0,0,1470,27,95,27,41,50,3,1,25,84,8,84,8,0,0,0
70,30.75,79.5,287,43,16,43,9,5,2,0,88,74,18,74,16,2,0,0,1345,28,94,28,48,43,2,1,21,86,6,86,6,0,0,0
71,30.75,79.75,279,43,16,43,8,6,2,0,96,67,25,67,23,2,0,0,1506,17,105,17,50,53,1,1,24,84,8,84,8,0,0,0
72,30.75,80.0,273,42,17,42,9,6,2,0,110,66,26,66,24,2,0,0,1646,14,108,14,48,57,3,0,38,82,10,82,10,0,0,0
73,31.0,78.0,396,45,14,45,4,7,3,0,111,73,19,73,16,3,0,0,1411,32,90,32,48,36,5,1,44,83,9,83,8,1,0,0
