FID,Lat,Long,Winter_Rainfall_Total,Winter_Dry_days,Winter_Wet_days,Winter_Class1_days,Winter_Class2_days,Winter_Class3_days,Winter_Class4_days,Winter_Class5_days,Summer_Rainfall_Total,Summer_Dry_days,Summer_Wet_days,Summer_Class1_days,Summer_Class2_days,Summer_Class3_days,Summer_Class4_days,Summer_Class5_days,Monsoon_Rainfall_Total,Monsoon_Dry_days,Monsoon_Wet_days,Monsoon_Class1_days,Monsoon_Class2_days,Monsoon_Class3_days,Monsoon_Class4_days,Monsoon_Class5_days,Autumn_Rainfall_Total,Autumn_Dry_days,Autumn_Wet_days,Autumn_Class1_days,Autumn_Class2_days,Autumn_Class3_days,Autumn_Class4_days,Autumn_Class5_days
0,28.75,80.0,75,54,5,54,3,1,1,0,179,76,16,76,13,2,1,0,1693,45,77,45,40,28,5,4,73,87,5,87,3,2,0,0
1,29.0,79.25,118,49,10,49,7,3,0,0,221,60,32,60,24,8,0,0,1176,35,87,35,53,29,4,1,71,81,11,81,9,2,0,0
2,29.0,79.5,110,49,10,49,7,3,0,0,241,59,33,59,25,7,1,0,1329,35,87,35,51,30,4,2,68,81,11,81,8,3,0,0
3,29.0,79.75,89,49,10,49,8,2,0,0,200,66,26,66,22,3,1,0,1586,34,88,34,51,30,4,3,69,85,7,85,4,3,0,0
4,29.0,80.0,80,54,5,54,3,1,1,0,187,71,21,71,18,2,1,0,1684,38,84,38,46,30,4,4,71,85,7,85,5,2,0,0
5,29.25,79.0,132,49,10,49,7,3,0,0,237,60,32,60,24,8,0,0,1132,41,81,41,49,28,3,1,69,84,8,84,5,3,0,0
6,29.25,79.25,145,49,10,49,7,3,0,0,292,61,31,61,21,10,0,0,1134,41,81,41,53,22,4,2,60,83,9,83,6,3,0,0
7,29.25,79.5,147,50,9,50,6,3,0,0,309,57,35,57,25,10,0,0,1188,30,92,30,65,21,4,2,56,83,9,83,6,3,0,0
8,29.25,79.75,126,50,9,50,6,3,0,0,287,53,39,53,31,7,1,0,1378,27,95,27,56,33,4,2,60,82,10,82,9,1,0,0
9,29.25,80.0,106,49,10,49,7,3,0,0,262,50,42,50,37,4,1,0,1617,26,96,26,50,39,6,1,67,82,10,82,8,2,0,0
