FID,Lat,Long,Winter_Rainfall_Total,Winter_Dry_days,Winter_Wet_days,Winter_Class1_days,Winter_Class2_days,Winter_Class3_days,Winter_Class4_days,Winter_Class5_days,Summer_Rainfall_Total,Summer_Dry_days,Summer_Wet_days,Summer_Class1_days,Summer_Class2_days,Summer_Class3_days,Summer_Class4_days,Summer_Class5_days,Monsoon_Rainfall_Total,Monsoon_Dry_days,Monsoon_Wet_days,Monsoon_Class1_days,Monsoon_Class2_days,Monsoon_Class3_days,Monsoon_Class4_days,Monsoon_Class5_days,Autumn_Rainfall_Total,Autumn_Dry_days,Autumn_Wet_days,Autumn_Class1_days,Autumn_Class2_days,Autumn_Class3_days,Autumn_Class4_days,Autumn_Class5_days
0,28.75,80.0,16,54,5,54,4,1,0,0,57,80,12,80,10,2,0,0,1915,62,60,62,24,24,10,2,102,84,8,84,5,3,0,0
1,29.0,79.25,31,54,5,54,3,2,0,0,197,76,16,76,10,5,1,0,1119,48,74,48,42,29,1,2,44,82,10,82,9,1,0,0
2,29.0,79.5,22,54,5,54,5,0,0,0,147,75,17,75,13,3,1,0,1307,46,76,46,43,29,2,2,48,82,10,82,9,1,0,0
3,29.0,79.75,6,56,3,56,3,0,0,0,45,72,20,72,19,1,0,0,1651,49,73,49,39,24,8,2,33,83,9,83,8,1,0,0
4,29.0,80.0,23,54,5,54,4,1,0,0,97,64,28,64,25,3,0,0,1828,46,76,46,41,25,8,2,101,81,11,81,7,4,0,0
5,29.25,79.0,82,53,6,53,4,2,0,0,171,71,21,71,15,6,0,0,1035,48,74,48,48,23,1,2,40,86,6,86,5,1,0,0
6,29.25,79.25,51,54,5,54,3,2,0,0,193,69,23,69,18,4,1,0,1221,51,71,51,41,24,4,2,70,81,11,81,9,2,0,0
7,29.25,79.5,53,52,7,52,5,2,0,0,228,63,29,63,22,7,0,0,1166,49,73,49,44,25,2,2,86,77,15,77,12,3,0,0
8,29.25,79.75,44,55,4,55,2,2,0,0,213,56,36,56,29,7,0,0,1264,33,89,33,55,30,2,2,155,78,14,78,11,2,1,0
9,29.25,80.0,43,55,4,55,2,2,0,0,263,57,35,57,27,8,0,0,1550,25,97,25,58,33,4,2,185,78,14,78,11,2,1,0
10,29.25,80.25,28,54,5,54,3,2,0,0,343,53,39,53,29,9,1,0,1605,27,95,27,47,42,4,2,167,74,18,74,13,4,1,0
