FID,Lat,Long,Winter_Rainfall_Total,Winter_Dry_days,Winter_Wet_days,Winter_Class1_days,Winter_Class2_days,Winter_Class3_days,Winter_Class4_days,Winter_Class5_days,Summer_Rainfall_Total,Summer_Dry_days,Summer_Wet_days,Summer_Class1_days,Summer_Class2_days,Summer_Class3_days,Summer_Class4_days,Summer_Class5_days,Monsoon_Rainfall_Total,Monsoon_Dry_days,Monsoon_Wet_days,Monsoon_Class1_days,Monsoon_Class2_days,Monsoon_Class3_days,Monsoon_Class4_days,Monsoon_Class5_days,Autumn_Rainfall_Total,Autumn_Dry_days,Autumn_Wet_days,Autumn_Class1_days,Autumn_Class2_days,Autumn_Class3_days,Autumn_Class4_days,Autumn_Class5_days
0,28.75,80.0,30,56,3,56,2,1,0,0,27,85,7,85,6,1,0,0,1266,61,61,61,33,19,7,2,137,77,15,77,11,4,0,0
1,29.0,79.25,21,54,5,54,5,0,0,0,86,80,12,80,9,3,0,0,1190,74,48,74,19,21,8,0,177,78,14,78,10,2,2,0
2,29.0,79.5,11,55,4,55,4,0,0,0,44,78,14,78,12,2,0,0,630,77,45,77,23,20,2,0,70,78,14,78,12,2,0,0
3,29.0,79.75,31,55,4,55,2,2,0,0,99,75,17,75,14,3,0,0,772,56,66,56,43,21,2,0,72,79,13,79,9,4,0,0
4,29.0,80.0,33,55,4,55,2,2,0,0,87,75,17,75,14,3,0,0,989,54,68,54,43,22,3,0,97,77,15,77,11,4,0,0
5,29.25,79.0,1,58,1,58,1,0,0,0,13,87,5,87,5,0,0,0,225,95,27,95,22,4,1,0,0,92,0,92,0,0,0,0
6,29.25,79.25,0,59,0,59,0,0,0,0,41,81,11,81,10,1,0,0,317,72,50,72,42,7,1,0,6,88,4,88,4,0,0,0
7,29.25,79.5,21,53,6,53,6,0,0,0,135,67,25,67,21,4,0,0,550,49,73,49,58,14,1,0,96,75,17,75,15,2,0,0
8,29.25,79.75,59,54,5,54,2,3,0,0,211,68,24,68,19,4,1,0,409,60,62,60,49,12,1,0,33,80,12,80,11,1,0,0
9,29.25,80.0,64,55,4,55,1,3,0,0,174,74,18,74,14,3,1,0,431,60,62,60,51,10,1,0,5,88,4,88,4,0,0,0
10,29.25,80.25,88,54,5,54,2,3,0,0,89,72,20,72,17,3,0,0,535,49,73,49,56,17,0,0,17,86,6,86,6,0,0,0
11,29.5,78.75,11,56,3,56,3,0,0,0,24,82,10,82,10,0,0,0,257,95,27,95,18,8,1,0,0,92,0,92,0,0,0,0
12,29.5,79.0,2,57,2,57,2,0,0,0,20,84,8,84,8,0,0,0,196,97,25,97,19,5,1,0,0,92,0,92,0,0,0,0
13,29.5,79.25,9,54,5,54,5,0,0,0,101,71,21,71,19,2,0,0,449,70,52,70,37,15,0,0,14,82,10,82,10,0,0,0
14,29.5,79.5,46,52,7,52,5,2,0,0,227,63,29,63,22,7,0,0,656,55,67,55,48,17,1,1,164,76,16,76,10,6,0,0
15,29.5,79.75,80,54,5,54,3,2,0,0,141,65,27,65,23,4,0,0,479,71,51,71,34,17,0,0,0,92,0,92,0,0,0,0
16,29.5,80.0,150,55,4,55,1,2,1,0,37,80,12,80,11,1,0,0,368,75,47,75,37,9,1,0,0,92,0,92,0,0,0,0
17,29.5,80.25,116,53,6,53,3,2,1,0,77,72,20,72,19,1,0,0,432,46,76,46,63,13,0,0,59,78,14,78,12,2,0,0
18,29.75,78.0,18,57,2,57,1,1,0,0,83,73,19,73,16,3,0,0,562,71,51,71,34,14,3,0,59,80,12,80,9,3,0,0
19,29.75,78.25,15,56,3,56,3,0,0,0,74,75,17,75,15,2,0,0,318,84,38,84,29,8,1,0,2,90,2,90,2,0,0,0
20,29.75,78.5,33,57,2,57,1,1,0,0,43,85,7,85,6,1,0,0,355,87,35,87,22,12,1,0,0,92,0,92,0,0,0,0
21,29.75,78.75,38,53,6,53,5,1,0,0,74,70,22,70,20,2,0,0,261,88,34,88,26,8,0,0,0,92,0,92,0,0,0,0
22,29.75,79.0,5,56,3,56,3,0,0,0,80,72,20,72,18,2,0,0,329,91,31,91,16,15,0,0,0,92,0,92,0,0,0,0
23,29.75,79.25,11,57,2,57,2,0,0,0,173,71,21,71,17,3,1,0,517,88,34,88,18,14,2,0,0,92,0,92,0,0,0,0
24,29.75,79.5,28,53,6,53,4,2,0,0,190,63,29,63,24,5,0,0,509,50,72,50,57,15,0,0,45,80,12,80,11,1,0,0
25,29.75,79.75,72,56,3,56,1,2,0,0,64,76,16,76,14,2,0,0,787,74,48,74,21,25,2,0,0,92,0,92,0,0,0,0
26,29.75,80.0,98,54,5,54,2,2,1,0,46,79,13,79,11,2,0,0,626,68,54,68,28,25,1,0,5,87,5,87,5,0,0,0
27,29.75,80.25,123,53,6,53,3,2,1,0,84,79,13,79,10,3,0,0,469,48,74,48,60,14,0,0,150,78,14,78,8,6,0,0
28,30.0,77.75,27,56,3,56,2,1,0,0,108,73,19,73,16,3,0,0,614,69,53,69,35,17,1,0,33,84,8,84,8,0,0,0
29,30.0,78.0,28,56,3,56,2,1,0,0,92,74,18,74,15,3,0,0,1049,67,55,67,29,21,2,3,127,81,11,81,6,5,0,0
30,30.0,78.25,34,53,6,53,4,2,0,0,59,73,19,73,19,0,0,0,421,60,62,60,51,11,0,0,29,84,8,84,8,0,0,0
