FID,Lat,Long,Winter_Rainfall_Total,Winter_Dry_days,Winter_Wet_days,Winter_Class1_days,Winter_Class2_days,Winter_Class3_days,Winter_Class4_days,Winter_Class5_days,Summer_Rainfall_Total,Summer_Dry_days,Summer_Wet_days,Summer_Class1_days,Summer_Class2_days,Summer_Class3_days,Summer_Class4_days,Summer_Class5_days,Monsoon_Rainfall_Total,Monsoon_Dry_days,Monsoon_Wet_days,Monsoon_Class1_days,Monsoon_Class2_days,Monsoon_Class3_days,Monsoon_Class4_days,Monsoon_Class5_days,Autumn_Rainfall_Total,Autumn_Dry_days,Autumn_Wet_days,Autumn_Class1_days,Autumn_Class2_days,Autumn_Class3_days,Autumn_Class4_days,Autumn_Class5_days
0,28.75,80.0,43,51,8,51,6,2,0,0,87,85,7,85,5,1,1,0,1437,53,69,53,36,25,6,2,78,86,6,86,3,3,0,0
1,29.0,79.25,73,49,10,49,8,2,0,0,17,84,8,84,8,0,0,0,1185,61,61,61,30,25,5,1,78,86,6,86,3,3,0,0
2,29.0,79.5,78,48,11,48,9,2,0,0,16,83,9,83,9,0,0,0,1179,59,63,59,31,27,4,1,78,86,6,86,3,3,0,0
3,29.0,79.75,54,50,9,50,6,3,0,0,20,85,7,85,7,0,0,0,1286,51,71,51,34,30,6,1,78,86,6,86,3,3,0,0
4,29.0,80.0,45,51,8,51,6,2,0,0,53,86,6,86,4,2,0,0,1348,51,71,51,36,28,5,2,76,86,6,86,3,3,0,0
5,29.25,79.0,84,49,10,49,7,3,0,0,23,85,7,85,6,1,0,0,1164,57,65,57,34,25,5,1,77,86,6,86,3,3,0,0
6,29.25,79.25,104,49,10,49,7,2,1,0,27,83,9,83,8,1,0,0,1273,54,68,54,32,30,5,1,78,86,6,86,3,3,0,0
7,29.25,79.5,107,48,11,48,8,2,1,0,29,83,9,83,8,1,0,0,1197,49,73,49,37,32,3,1,78,86,6,86,3,3,0,0
8,29.25,79.75,85,48,11,48,9,2,0,0,35,80,12,80,11,1,0,0,1128,51,71,51,43,22,5,1,78,86,6,86,3,3,0,0
9,29.25,80.0,57,48,11,48,9,2,0,0,39,76,16,76,15,1,0,0,1165,52,70,52,41,23,5,1,78,86,6,86,3,3,0,0
10,29.25,80.25,41,49,10,49,9,1,0,0,50,77,15,77,14,1,0,0,1159,50,72,50,43,24,4,1,78,84,8,84,5,3,0,0
11,29.5,78.75,73,49,10,49,7,3,0,0,25,81,11,81,11,0,0,0,772,64,58,64,36,19,3,0,64,88,4,88,1,3,0,0
12,29.5,79.0,103,49,10,49,7,2,1,0,25,84,8,84,7,1,0,0,810,50,72,50,50,18,4,0,69,87,5,87,2,3,0,0
13,29.5,79.25,110,48,11,48,8,2,1,0,53,77,15,77,13,2,0,0,1336,45,77,45,36,36,4,1,78,86,6,86,3,3,0,0
14,29.5,79.5,113,48,11,48,8,2,1,0,42,81,11,81,9,2,0,0,946,58,64,58,42,18,3,1,78,86,6,86,3,3,0,0
15,29.5,79.75,90,48,11,48,9,2,0,0,51,74,18,74,17,1,0,0,992,51,71,51,47,19,4,1,78,86,6,86,3,3,0,0
16,29.5,80.0,37,50,9,50,8,1,0,0,78,74,18,74,16,2,0,0,1010,59,63,59,39,20,3,1,78,86,6,86,3,3,0,0
17,29.5,80.25,20,53,6,53,6,0,0,0,64,78,14,78,13,1,0,0,985,53,69,53,47,18,3,1,78,86,6,86,3,3,0,0
18,29.75,78.0,77,49,10,49,7,3,0,0,10,87,5,87,5,0,0,0,1156,59,63,59,34,23,4,2,2,91,1,91,1,0,0,0
19,29.75,78.25,88,48,11,48,8,3,0,0,16,82,10,82,10,0,0,0,1071,46,76,46,49,22,4,1,4,90,2,90,2,0,0,0
20,29.75,78.5,91,48,11,48,8,3,0,0,18,83,9,83,9,0,0,0,1472,49,73,49,37,29,6,1,2,91,1,91,1,0,0,0
21,29.75,78.75,91,48,11,48,8,3,0,0,23,83,9,83,9,0,0,0,1097,51,71,51,38,27,5,1,1,91,1,91,1,0,0,0
22,29.75,79.0,109,48,11,48,8,2,1,0,43,76,16,76,15,1,0,0,796,50,72,50,51,17,4,0,68,88,4,88,1,3,0,0
23,29.75,79.25,104,48,11,48,8,2,1,0,62,74,18,74,16,2,0,0,1085,52,70,52,41,25,3,1,78,86,6,86,3,3,0,0
24,29.75,79.5,98,49,10,49,8,2,0,0,56,72,20,72,18,2,0,0,924,60,62,60,40,18,3,1,78,86,6,86,3,3,0,0
