FID,Lat,Long,Winter_Rainfall_Total,Winter_Dry_days,Winter_Wet_days,Winter_Class1_days,Winter_Class2_days,Winter_Class3_days,Winter_Class4_days,Winter_Class5_days,Summer_Rainfall_Total,Summer_Dry_days,Summer_Wet_days,Summer_Class1_days,Summer_Class2_days,Summer_Class3_days,Summer_Class4_days,Summer_Class5_days,Monsoon_Rainfall_Total,Monsoon_Dry_days,Monsoon_Wet_days,Monsoon_Class1_days,Monsoon_Class2_days,Monsoon_Class3_days,Monsoon_Class4_days,Monsoon_Class5_days,Autumn_Rainfall_Total,Autumn_Dry_days,Autumn_Wet_days,Autumn_Class1_days,Autumn_Class2_days,Autumn_Class3_days,Autumn_Class4_days,Autumn_Class5_days
0,28.75,80.0,32,55,4,55,3,1,0,0,43,83,9,83,7,2,0,0,1145,57,65,57,33,25,7,0,10,89,3,89,3,0,0,0
1,29.0,79.25,28,54,5,54,4,1,0,0,85,81,11,81,8,3,0,0,912,66,56,66,32,20,4,0,15,89,3,89,2,1,0,0
2,29.0,79.5,24,54,5,54,4,1,0,0,82,77,15,77,11,4,0,0,731,54,68,54,47,19,2,0,9,89,3,89,3,0,0,0
3,29.0,79.75,29,54,5,54,4,1,0,0,78,77,15,77,12,3,0,0,1042,48,74,48,41,29,4,0,11,88,4,88,4,0,0,0
4,29.0,80.0,29,54,5,54,4,1,0,0,74,75,17,75,15,2,0,0,1083,50,72,50,38,30,4,0,7,89,3,89,3,0,0,0
5,29.25,79.0,12,55,4,55,4,0,0,0,50,76,16,76,15,1,0,0,592,60,62,60,41,21,0,0,7,89,3,89,3,0,0,0
6,29.25,79.25,30,52,7,52,6,1,0,0,112,72,20,72,16,4,0,0,748,54,68,54,41,26,1,0,10,88,4,88,4,0,0,0
7,29.25,79.5,45,51,8,51,7,1,0,0,190,70,22,70,14,8,0,0,667,48,74,48,46,28,0,0,8,87,5,87,5,0,0,0
8,29.25,79.75,45,51,8,51,7,1,0,0,180,69,23,69,16,7,0,0,807,41,81,41,50,30,1,0,8,87,5,87,5,0,0,0
9,29.25,80.0,46,51,8,51,7,1,0,0,240,58,34,58,27,7,0,0,1329,26,96,26,53,41,2,0,11,86,6,86,6,0,0,0
10,29.25,80.25,47,50,9,50,8,1,0,0,292,58,34,58,27,6,1,0,1681,23,99,23,50,39,10,0,16,85,7,85,7,0,0,0
11,29.5,78.75,0,59,0,59,0,0,0,0,15,87,5,87,5,0,0,0,508,66,56,66,36,20,0,0,2,91,1,91,1,0,0,0
12,29.5,79.0,1,58,1,58,1,0,0,0,23,85,7,85,6,1,0,0,441,77,45,77,29,16,0,0,0,92,0,92,0,0,0,0
13,29.5,79.25,26,51,8,51,8,0,0,0,119,70,22,70,19,3,0,0,531,57,65,57,43,22,0,0,3,89,3,89,3,0,0,0
14,29.5,79.5,55,51,8,51,5,3,0,0,249,68,24,68,15,9,0,0,595,57,65,57,42,23,0,0,6,87,5,87,5,0,0,0
15,29.5,79.75,54,50,9,50,7,2,0,0,275,52,40,52,30,10,0,0,960,18,104,18,70,34,0,0,12,84,8,84,8,0,0,0
16,29.5,80.0,73,48,11,48,8,3,0,0,496,41,51,41,37,12,2,0,2319,13,109,13,34,64,10,1,21,85,7,85,7,0,0,0
17,29.5,80.25,72,49,10,49,7,3,0,0,499,46,46,46,31,13,2,0,2583,14,108,14,35,57,14,2,22,86,6,86,5,1,0,0
18,29.75,78.0,17,55,4,55,3,1,0,0,56,81,11,81,8,3,0,0,1066,59,63,59,32,25,4,2,2,91,1,91,1,0,0,0
19,29.75,78.25,7,56,3,56,3,0,0,0,22,85,7,85,6,1,0,0,834,61,61,61,36,20,5,0,0,92,0,92,0,0,0,0
20,29.75,78.5,5,56,3,56,3,0,0,0,21,87,5,87,4,1,0,0,837,63,59,63,34,20,5,0,0,92,0,92,0,0,0,0
21,29.75,78.75,14,56,3,56,3,0,0,0,81,74,18,74,16,2,0,0,522,54,68,54,48,20,0,0,1,91,1,91,1,0,0,0
22,29.75,79.0,11,53,6,53,6,0,0,0,70,68,24,68,22,2,0,0,466,56,66,56,51,15,0,0,0,92,0,92,0,0,0,0
23,29.75,79.25,22,52,7,52,7,0,0,0,110,67,25,67,22,3,0,0,536,50,72,50,51,21,0,0,2,90,2,90,2,0,0,0
24,29.75,79.5,46,49,10,49,9,1,0,0,249,54,38,54,27,11,0,0,1050,14,108,14,67,41,0,0,10,85,7,85,7,0,0,0
25,29.75,79.75,68,47,12,47,9,3,0,0,418,42,50,42,35,15,0,0,1917,13,109,13,37,66,6,0,18,86,6,86,6,0,0,0
