FID,Lat,Long,Winter_Rainfall_Total,Winter_Dry_days,Winter_Wet_days,Winter_Class1_days,Winter_Class2_days,Winter_Class3_days,Winter_Class4_days,Winter_Class5_days,Summer_Rainfall_Total,Summer_Dry_days,Summer_Wet_days,Summer_Class1_days,Summer_Class2_days,Summer_Class3_days,Summer_Class4_days,Summer_Class5_days,Monsoon_Rainfall_Total,Monsoon_Dry_days,Monsoon_Wet_days,Monsoon_Class1_days,Monsoon_Class2_days,Monsoon_Class3_days,Monsoon_Class4_days,Monsoon_Class5_days,Autumn_Rainfall_Total,Autumn_Dry_days,Autumn_Wet_days,Autumn_Class1_days,Autumn_Class2_days,Autumn_Class3_days,Autumn_Class4_days,Autumn_Class5_days
0,28.75,80.0,38,47,12,47,11,1,0,0,42,73,19,73,19,0,0,0,891,48,74,48,43,28,3,0,4,91,1,91,1,0,0,0
1,29.0,79.25,25,52,7,52,6,1,0,0,13,87,5,87,5,0,0,0,929,67,55,67,29,23,2,1,6,91,1,91,1,0,0,0
2,29.0,79.5,34,47,12,47,11,1,0,0,28,77,15,77,15,0,0,0,917,55,67,55,36,28,2,1,6,91,1,91,1,0,0,0
3,29.0,79.75,44,43,16,43,15,1,0,0,51,74,18,74,18,0,0,0,910,52,70,52,39,27,4,0,6,91,1,91,1,0,0,0
4,29.0,80.0,42,43,16,43,15,1,0,0,43,74,18,74,18,0,0,0,908,52,70,52,40,26,4,0,5,91,1,91,1,0,0,0
5,29.25,79.0,36,46,13,46,12,1,0,0,34,75,17,75,17,0,0,0,890,55,67,55,38,27,2,0,9,89,3,89,3,0,0,0
6,29.25,79.25,36,46,13,46,12,1,0,0,32,76,16,76,16,0,0,0,924,56,66,56,36,27,2,1,7,90,2,90,2,0,0,0
7,29.25,79.5,48,43,16,43,15,1,0,0,65,75,17,75,17,0,0,0,913,53,69,53,41,25,3,0,6,91,1,91,1,0,0,0
8,29.25,79.75,44,43,16,43,15,1,0,0,61,74,18,74,18,0,0,0,916,53,69,53,40,26,3,0,6,91,1,91,1,0,0,0
9,29.25,80.0,44,43,16,43,15,1,0,0,56,74,18,74,18,0,0,0,915,53,69,53,40,26,3,0,6,91,1,91,1,0,0,0
10,29.25,80.25,43,44,15,44,14,1,0,0,61,74,18,74,18,0,0,0,919,52,70,52,42,25,3,0,4,91,1,91,1,0,0,0
11,29.5,78.75,32,49,10,49,10,0,0,0,42,74,18,74,18,0,0,0,600,54,68,54,45,23,0,0,11,89,3,89,3,0,0,0
12,29.5,79.0,38,44,15,44,14,1,0,0,42,74,18,74,18,0,0,0,894,52,70,52,41,25,4,0,12,89,3,89,3,0,0,0
13,29.5,79.25,47,43,16,43,15,1,0,0,65,74,18,74,18,0,0,0,912,54,68,54,39,26,3,0,10,89,3,89,3,0,0,0
14,29.5,79.5,53,41,18,41,17,1,0,0,81,74,18,74,16,2,0,0,909,57,65,57,38,23,2,2,6,91,1,91,1,0,0,0
