FID,Lat,Long,Winter_Rainfall_Total,Winter_Dry_days,Winter_Wet_days,Winter_Class1_days,Winter_Class2_days,Winter_Class3_days,Winter_Class4_days,Winter_Class5_days,Summer_Rainfall_Total,Summer_Dry_days,Summer_Wet_days,Summer_Class1_days,Summer_Class2_days,Summer_Class3_days,Summer_Class4_days,Summer_Class5_days,Monsoon_Rainfall_Total,Monsoon_Dry_days,Monsoon_Wet_days,Monsoon_Class1_days,Monsoon_Class2_days,Monsoon_Class3_days,Monsoon_Class4_days,Monsoon_Class5_days,Autumn_Rainfall_Total,Autumn_Dry_days,Autumn_Wet_days,Autumn_Class1_days,Autumn_Class2_days,Autumn_Class3_days,Autumn_Class4_days,Autumn_Class5_days
0,28.75,80.0,28,56,3,56,2,1,0,0,82,86,6,86,3,3,0,0,1247,40,82,40,40,39,3,0,80,87,5,87,1,4,0,0
1,29.0,79.25,50,56,3,56,0,3,0,0,95,84,8,84,5,3,0,0,1242,49,73,49,39,25,9,0,87,88,4,88,1,3,0,0
2,29.0,79.5,36,56,3,56,0,3,0,0,60,83,9,83,7,2,0,0,975,47,75,47,36,38,1,0,45,87,5,87,4,1,0,0
3,29.0,79.75,27,56,3,56,2,1,0,0,73,84,8,84,6,2,0,0,1020,36,86,36,47,38,1,0,58,85,7,85,4,3,0,0
4,29.0,80.0,23,56,3,56,2,1,0,0,69,83,9,83,7,2,0,0,1067,32,90,32,50,39,1,0,68,86,6,86,3,3,0,0
5,29.25,79.0,25,55,4,55,3,1,0,0,13,86,6,86,6,0,0,0,803,39,83,39,57,24,2,0,5,89,3,89,3,0,0,0
6,29.25,79.25,53,53,6,53,3,3,0,0,35,84,8,84,7,1,0,0,1241,34,88,34,57,25,6,0,14,88,4,88,4,0,0,0
7,29.25,79.5,63,51,8,51,6,2,0,0,58,78,14,78,12,2,0,0,1085,33,89,33,56,29,4,0,39,85,7,85,6,1,0,0
8,29.25,79.75,46,51,8,51,6,2,0,0,58,76,16,76,16,0,0,0,624,35,87,35,64,23,0,0,42,85,7,85,5,2,0,0
9,29.25,80.0,15,55,4,55,4,0,0,0,80,77,15,77,13,2,0,0,865,21,101,21,62,39,0,0,60,84,8,84,5,3,0,0
10,29.25,80.25,16,54,5,54,5,0,0,0,82,75,17,75,15,2,0,0,941,13,109,13,71,38,0,0,61,84,8,84,5,3,0,0
11,29.5,78.75,18,55,4,55,4,0,0,0,13,87,5,87,5,0,0,0,603,57,65,57,43,22,0,0,18,88,4,88,3,1,0,0
12,29.5,79.0,22,55,4,55,4,0,0,0,14,89,3,89,2,1,0,0,594,54,68,54,47,20,1,0,13,86,6,86,6,0,0,0
13,29.5,79.25,43,54,5,54,4,1,0,0,91,80,12,80,9,3,0,0,1564,35,87,35,51,25,10,1,51,83,9,83,8,1,0,0
14,29.5,79.5,70,51,8,51,6,2,0,0,67,77,15,77,13,2,0,0,725,45,77,45,53,23,1,0,64,84,8,84,4,4,0,0
15,29.5,79.75,18,54,5,54,5,0,0,0,77,76,16,76,14,2,0,0,758,30,92,30,65,27,0,0,57,84,8,84,6,2,0,0
16,29.5,80.0,3,56,3,56,3,0,0,0,77,77,15,77,14,1,0,0,553,31,91,31,72,19,0,0,43,85,7,85,5,2,0,0
17,29.5,80.25,22,50,9,50,9,0,0,0,90,73,19,73,17,2,0,0,895,14,108,14,71,37,0,0,51,83,9,83,8,1,0,0
18,29.75,78.0,35,55,4,55,2,2,0,0,17,85,7,85,7,0,0,0,628,52,70,52,46,24,0,0,12,87,5,87,5,0,0,0
