FID,Lat,Long,Winter_Rainfall_Total,Winter_Dry_days,Winter_Wet_days,Winter_Class1_days,Winter_Class2_days,Winter_Class3_days,Winter_Class4_days,Winter_Class5_days,Summer_Rainfall_Total,Summer_Dry_days,Summer_Wet_days,Summer_Class1_days,Summer_Class2_days,Summer_Class3_days,Summer_Class4_days,Summer_Class5_days,Monsoon_Rainfall_Total,Monsoon_Dry_days,Monsoon_Wet_days,Monsoon_Class1_days,Monsoon_Class2_days,Monsoon_Class3_days,Monsoon_Class4_days,Monsoon_Class5_days,Autumn_Rainfall_Total,Autumn_Dry_days,Autumn_Wet_days,Autumn_Class1_days,Autumn_Class2_days,Autumn_Class3_days,Autumn_Class4_days,Autumn_Class5_days
22,29.75,79.0,90,42,17,42,15,2,0,0,48,74,18,74,18,0,0,0,795,61,61,61,41,17,1,2,10,91,1,91,0,1,0,0
23,29.75,79.25,111,41,18,41,14,4,0,0,78,72,20,72,18,2,0,0,827,59,63,59,39,22,1,1,9,89,3,89,3,0,0,0
24,29.75,79.5,170,39,20,39,15,5,0,0,267,53,39,53,33,6,0,0,1041,37,85,37,56,25,4,0,13,84,8,84,8,0,0,0
25,29.75,79.75,228,38,21,38,15,6,0,0,497,46,46,46,31,14,1,0,1570,19,103,19,45,56,2,0,24,80,12,80,12,0,0,0
26,29.75,80.0,272,38,21,38,13,6,2,0,765,47,45,47,20,21,4,0,2135,23,99,23,37,51,11,0,40,80,12,80,11,1,0,0
27,29.75,80.25,250,39,20,39,12,7,1,0,565,47,45,47,31,11,3,0,2303,33,89,33,32,42,13,2,39,81,11,81,10,1,0,0
28,30.0,77.75,150,45,14,45,9,5,0,0,107,78,14,78,10,4,0,0,1022,42,80,42,51,25,3,1,15,90,2,90,1,1,0,0
29,30.0,78.0,154,46,13,46,8,5,0,0,106,81,11,81,7,4,0,0,939,61,61,61,37,19,3,2,10,91,1,91,0,1,0,0
30,30.0,78.25,117,43,16,43,13,3,0,0,70,78,14,78,11,3,0,0,806,59,63,59,42,17,4,0,8,91,1,91,1,0,0,0
31,30.0,78.5,142,41,18,41,14,4,0,0,143,72,20,72,15,5,0,0,650,51,71,51,52,17,2,0,7,88,4,88,4,0,0,0
32,30.0,78.75,154,41,18,41,10,8,0,0,170,70,22,70,17,5,0,0,652,52,70,52,46,23,1,0,8,88,4,88,4,0,0,0
33,30.0,79.0,151,40,19,40,12,7,0,0,164,64,28,64,23,5,0,0,690,42,80,42,59,19,2,0,13,87,5,87,5,0,0,0
34,30.0,79.25,155,37,22,37,16,6,0,0,164,61,31,61,27,4,0,0,723,39,83,39,58,23,2,0,21,83,9,83,9,0,0,0
35,30.0,79.5,220,37,22,37,14,8,0,0,470,50,42,50,27,13,2,0,1158,26,96,26,48,47,1,0,33,79,13,79,12,1,0,0
36,30.0,79.75,270,38,21,38,15,5,1,0,776,48,44,48,19,23,2,0,1880,19,103,19,45,54,4,0,41,79,13,79,12,1,0,0
37,30.0,80.0,299,41,18,41,11,4,3,0,1006,49,43,49,13,26,2,2,2191,25,97,25,36,49,12,0,50,77,15,77,14,1,0,0
38,30.0,80.25,259,39,20,39,11,8,1,0,634,46,46,46,31,12,3,0,2290,32,90,32,30,45,14,1,46,76,16,76,15,1,0,0
39,30.0,80.5,256,39,20,39,11,8,1,0,617,46,46,46,32,11,3,0,2298,34,88,34,29,44,14,1,47,76,16,76,15,1,0,0
40,30.25,78.0,183,41,18,41,13,4,1,0,146,73,19,73,16,3,0,0,1124,39,83,39,51,27,5,0,15,89,3,89,2,1,0,0
41,30.25,78.25,190,42,17,42,12,4,1,0,160,72,20,72,16,4,0,0,1202,39,83,39,52,25,5,1,17,88,4,88,4,0,0,0
42,30.25,78.5,189,43,16,43,6,10,0,0,205,71,21,71,16,5,0,0,865,46,76,46,45,28,3,0,11,87,5,87,5,0,0,0
43,30.25,78.75,181,43,16,43,5,11,0,0,221,71,21,71,15,5,1,0,629,60,62,60,37,24,1,0,8,89,3,89,3,0,0,0
44,30.25,79.0,181,40,19,40,9,10,0,0,217,65,27,65,22,5,0,0,647,45,77,45,49,28,0,0,12,87,5,87,5,0,0,0
45,30.25,79.25,202,39,20,39,11,9,0,0,256,61,31,61,26,4,1,0,646,45,77,45,51,26,0,0,32,83,9,83,8,1,0,0
46,30.25,79.5,233,38,21,38,12,9,0,0,447,48,44,48,31,10,3,0,959,30,92,30,52,39,1,0,37,83,9,83,8,1,0,0
47,30.25,79.75,269,38,21,38,14,6,1,0,750,48,44,48,17,24,3,0,1618,22,100,22,45,53,2,0,44,78,14,78,12,2,0,0
48,30.25,80.0,298,40,19,40,12,4,3,0,979,49,43,49,13,27,1,2,2138,24,98,24,39,47,12,0,48,77,15,77,14,1,0,0
49,30.25,80.25,287,40,19,40,11,6,2,0,868,48,44,48,16,24,4,0,2223,27,95,27,30,53,12,0,48,77,15,77,14,1,0,0
50,30.25,80.5,271,39,20,39,12,7,1,0,746,46,46,46,26,15,5,0,2267,28,94,28,31,52,11,0,47,76,16,76,15,1,0,0
51,30.25,80.75,268,39,20,39,13,6,1,0,705,46,46,46,30,11,5,0,2288,28,94,28,32,50,11,1,48,76,16,76,15,1,0,0
52,30.25,81.0,262,39,20,39,11,8,1,0,644,46,46,46,31,11,4,0,2295,34,88,34,29,44,14,1,47,76,16,76,15,1,0,0
53,30.5,78.0,191,40,19,40,14,4,1,0,179,69,23,69,20,3,0,0,1092,37,85,37,50,31,4,0,13,89,3,89,3,0,0,0
54,30.5,78.25,220,43,16,43,12,2,2,0,203,72,20,72,15,3,2,0,1381,56,66,56,43,13,7,3,20,89,3,89,2,1,0,0
55,30.5,78.5,208,43,16,43,11,4,1,0,204,70,22,70,17,3,2,0,1161,49,73,49,48,17,7,1,14,88,4,88,4,0,0,0
56,30.5,78.75,190,40,19,40,9,10,0,0,224,65,27,65,22,5,0,0,774,45,77,45,45,31,1,0,13,86,6,86,6,0,0,0
57,30.5,79.0,195,39,20,39,11,9,0,0,246,61,31,61,26,5,0,0,679,47,75,47,53,22,0,0,24,82,10,82,9,1,0,0
58,30.5,79.25,217,41,18,41,7,11,0,0,289,66,26,66,19,5,2,0,642,61,61,61,34,26,1,0,43,86,6,86,5,1,0,0
59,30.5,79.5,219,41,18,41,7,11,0,0,319,56,36,56,29,4,3,0,693,45,77,45,50,26,1,0,44,86,6,86,5,1,0,0
60,30.5,79.75,241,38,21,38,12,9,0,0,504,48,44,48,31,10,3,0,1127,25,97,25,54,42,1,0,43,80,12,80,11,1,0,0
61,30.5,80.0,275,38,21,38,14,6,1,0,780,47,45,47,18,25,1,1,1713,24,98,24,42,53,3,0,44,79,13,79,11,2,0,0
62,30.5,80.25,280,38,21,38,12,7,2,0,818,47,45,47,20,21,4,0,2140,24,98,24,35,51,12,0,48,76,16,76,15,1,0,0
63,30.75,77.75,157,39,20,39,15,5,0,0,231,69,23,69,16,7,0,0,947,45,77,45,51,22,4,0,4,88,4,88,4,0,0,0
64,30.75,78.0,161,39,20,39,14,6,0,0,222,69,23,69,17,6,0,0,835,48,74,48,49,22,3,0,7,88,4,88,4,0,0,0
65,30.75,78.25,205,41,18,41,14,2,2,0,206,70,22,70,17,3,2,0,1253,50,72,50,50,13,6,3,17,88,4,88,4,0,0,0
66,30.75,78.5,197,41,18,41,13,4,1,0,205,68,24,68,19,3,2,0,1118,49,73,49,50,15,7,1,16,87,5,87,5,0,0,0
67,30.75,78.75,199,39,20,39,11,9,0,0,234,59,33,59,29,3,1,0,915,46,76,46,51,22,3,0,22,83,9,83,9,0,0,0
68,30.75,79.0,205,39,20,39,11,9,0,0,262,61,31,61,26,4,1,0,695,48,74,48,46,28,0,0,31,82,10,82,9,1,0,0
69,30.75,79.25,213,41,18,41,8,10,0,0,285,64,28,64,23,4,1,0,658,54,68,54,43,24,1,0,40,86,6,86,5,1,0,0
70,30.75,79.5,221,39,20,39,10,10,0,0,336,53,39,53,32,4,3,0,737,36,86,36,59,26,1,0,41,86,6,86,5,1,0,0
71,30.75,79.75,233,38,21,38,11,10,0,0,445,50,42,50,29,10,3,0,950,33,89,33,50,38,1,0,46,81,11,81,10,1,0,0
72,30.75,80.0,260,38,21,38,12,9,0,0,644,48,44,48,22,19,3,0,1422,25,97,25,44,51,2,0,43,78,14,78,13,1,0,0
73,31.0,78.0,83,35,24,35,23,1,0,0,191,65,27,65,21,6,0,0,443,59,63,59,51,12,0,0,2,90,2,90,2,0,0,0
74,31.0,78.25,114,32,27,32,25,2,0,0,196,63,29,63,23,6,0,0,609,56,66,56,48,18,0,0,6,89,3,89,3,0,0,0
75,31.0,78.5,163,32,27,32,23,3,1,0,448,54,38,54,29,7,1,1,834,56,66,56,46,17,3,0,10,90,2,90,2,0,0,0
76,31.0,78.75,151,33,26,33,22,4,0,0,219,59,33,59,29,4,0,0,815,43,79,43,53,23,3,0,13,86,6,86,6,0,0,0
77,31.0,79.0,205,39,20,39,11,9,0,0,259,60,32,60,27,4,1,0,719,47,75,47,43,32,0,0,30,83,9,83,8,1,0,0
78,31.0,79.25,213,41,18,41,8,10,0,0,278,63,29,63,24,4,1,0,681,53,69,53,44,24,1,0,40,85,7,85,6,1,0,0
79,31.0,79.5,216,41,18,41,9,9,0,0,327,53,39,53,32,4,3,0,718,40,82,40,55,26,1,0,41,86,6,86,5,1,0,0
80,31.0,79.75,228,39,20,39,10,10,0,0,389,51,41,51,34,4,3,0,820,40,82,40,54,27,1,0,44,84,8,84,7,1,0,0
81,31.25,78.25,102,34,25,34,20,5,0,0,679,60,32,60,21,5,5,1,210,65,57,65,54,3,0,0,2,90,2,90,2,0,0,0
82,31.25,79.0,205,38,21,38,13,8,0,0,381,56,36,56,26,7,3,0,619,47,75,47,48,27,0,0,30,84,8,84,7,1,0,0
