FID,Lat,Long,Winter_Rainfall_Total,Winter_Dry_days,Winter_Wet_days,Winter_Class1_days,Winter_Class2_days,Winter_Class3_days,Winter_Class4_days,Winter_Class5_days,Summer_Rainfall_Total,Summer_Dry_days,Summer_Wet_days,Summer_Class1_days,Summer_Class2_days,Summer_Class3_days,Summer_Class4_days,Summer_Class5_days,Monsoon_Rainfall_Total,Monsoon_Dry_days,Monsoon_Wet_days,Monsoon_Class1_days,Monsoon_Class2_days,Monsoon_Class3_days,Monsoon_Class4_days,Monsoon_Class5_days,Autumn_Rainfall_Total,Autumn_Dry_days,Autumn_Wet_days,Autumn_Class1_days,Autumn_Class2_days,Autumn_Class3_days,Autumn_Class4_days,Autumn_Class5_days
0,28.75,80.0,11,56,3,56,3,0,0,0,353,82,10,82,4,4,1,1,1612,58,64,58,27,25,10,2,349,84,8,84,3,2,1,2
1,29.0,79.25,26,53,6,53,5,1,0,0,170,84,8,84,3,4,1,0,710,52,70,52,50,18,2,0,484,83,9,83,7,0,1,1
2,29.0,79.5,34,53,6,53,5,1,0,0,235,80,12,80,8,1,3,0,1295,41,81,41,48,24,8,1,517,83,9,83,6,1,1,1
3,29.0,79.75,17,54,5,54,5,0,0,0,317,72,20,72,14,4,1,1,1325,43,79,43,45,28,5,1,430,83,9,83,4,2,1,2
4,29.0,80.0,14,54,5,54,5,0,0,0,319,74,18,74,12,4,1,1,1415,43,79,43,44,26,8,1,377,82,10,82,5,2,1,2
5,29.25,79.0,20,54,5,54,5,0,0,0,130,79,13,79,9,3,1,0,595,48,74,48,56,18,0,0,179,83,9,83,7,1,0,1
6,29.25,79.25,55,52,7,52,5,2,0,0,349,71,21,71,15,3,3,0,2240,39,83,39,33,39,3,8,557,79,13,79,7,4,1,1
7,29.25,79.5,55,51,8,51,5,3,0,0,334,65,27,65,22,2,2,1,1709,34,88,34,45,32,9,2,537,79,13,79,8,3,1,1
8,29.25,79.75,31,54,5,54,4,1,0,0,276,64,28,64,23,3,1,1,924,46,76,46,51,20,5,0,503,82,10,82,6,1,0,3
9,29.25,80.0,29,53,6,53,5,1,0,0,285,64,28,64,22,4,1,1,958,39,83,39,56,22,5,0,471,82,10,82,6,1,0,3
10,29.25,80.25,32,53,6,53,5,1,0,0,331,63,29,63,21,6,1,1,1136,33,89,33,53,32,3,1,424,83,9,83,5,1,1,2
11,29.5,78.75,21,55,4,55,3,1,0,0,121,84,8,84,4,3,1,0,607,51,71,51,52,18,1,0,128,86,6,86,4,1,1,0
12,29.5,79.0,18,54,5,54,5,0,0,0,128,75,17,75,13,4,0,0,608,38,84,38,63,21,0,0,164,82,10,82,7,2,0,1
13,29.5,79.25,49,53,6,53,4,2,0,0,315,67,25,67,15,8,2,0,1284,38,84,38,42,36,6,0,456,79,13,79,9,2,1,1
14,29.5,79.5,57,52,7,52,5,2,0,0,315,63,29,63,24,3,1,1,862,43,79,43,57,18,4,0,472,82,10,82,7,0,2,1
15,29.5,79.75,36,52,7,52,6,1,0,0,300,59,33,59,25,7,1,0,895,41,81,41,51,27,3,0,386,83,9,83,6,0,1,2
16,29.5,80.0,51,52,7,52,5,2,0,0,339,62,30,62,21,8,1,0,968,42,80,42,48,29,3,0,424,83,9,83,4,2,2,1
17,29.5,80.25,41,52,7,52,6,1,0,0,310,61,31,61,21,9,1,0,1475,13,109,13,51,56,2,0,406,80,12,80,7,2,2,1
18,29.75,78.0,29,53,6,53,5,1,0,0,133,70,22,70,20,2,0,0,845,44,78,44,53,24,1,0,88,84,8,84,6,2,0,0
19,29.75,78.25,35,53,6,53,5,1,0,0,134,82,10,82,7,2,1,0,1225,58,64,58,29,28,7,0,173,87,5,87,2,2,0,1
20,29.75,78.5,16,53,6,53,6,0,0,0,100,76,16,76,13,3,0,0,838,54,68,54,31,36,1,0,157,87,5,87,3,1,0,1
21,29.75,78.75,18,53,6,53,6,0,0,0,113,74,18,74,15,3,0,0,829,40,82,40,48,33,1,0,142,85,7,85,5,1,0,1
22,29.75,79.0,34,53,6,53,5,1,0,0,199,70,22,70,16,5,1,0,823,41,81,41,50,30,1,0,240,83,9,83,6,2,0,1
23,29.75,79.25,40,55,4,55,3,1,0,0,128,79,13,79,9,3,1,0,602,53,69,53,50,18,1,0,307,85,7,85,4,1,1,1
24,29.75,79.5,41,53,6,53,5,1,0,0,213,65,27,65,22,4,1,0,759,45,77,45,52,24,1,0,253,82,10,82,7,2,0,1
25,29.75,79.75,24,53,6,53,6,0,0,0,255,62,30,62,22,8,0,0,1011,34,88,34,52,34,2,0,225,83,9,83,6,2,0,1
26,29.75,80.0,27,51,8,51,8,0,0,0,248,59,33,59,26,7,0,0,1307,28,94,28,43,49,2,0,281,81,11,81,7,2,1,1
27,29.75,80.25,42,50,9,50,8,1,0,0,316,59,33,59,23,9,1,0,2128,14,108,14,45,58,5,0,420,79,13,79,6,4,2,1
28,30.0,77.75,35,53,6,53,5,1,0,0,147,71,21,71,18,2,1,0,705,43,79,43,54,24,1,0,81,83,9,83,6,3,0,0
29,30.0,78.0,32,54,5,54,5,0,0,0,184,69,23,69,18,4,1,0,1165,39,83,39,47,32,4,0,90,83,9,83,7,1,1,0
30,30.0,78.25,46,52,7,52,4,3,0,0,224,66,26,66,21,4,1,0,1203,34,88,34,45,39,4,0,123,82,10,82,8,1,1,0
31,30.0,78.5,25,53,6,53,6,0,0,0,160,69,23,69,18,5,0,0,728,55,67,55,41,24,2,0,141,87,5,87,3,1,0,1
32,30.0,78.75,33,51,8,51,7,1,0,0,199,68,24,68,18,5,1,0,772,54,68,54,41,25,2,0,123,84,8,84,6,1,1,0
33,30.0,79.0,37,53,6,53,4,2,0,0,206,65,27,65,21,6,0,0,973,46,76,46,42,32,2,0,234,81,11,81,8,2,0,1
34,30.0,79.25,35,53,6,53,5,1,0,0,208,66,26,66,20,6,0,0,937,44,78,44,48,28,2,0,239,81,11,81,8,2,0,1
35,30.0,79.5,24,55,4,55,4,0,0,0,220,66,26,66,18,8,0,0,1274,33,89,33,47,37,5,0,224,83,9,83,6,2,0,1
36,30.0,79.75,22,55,4,55,4,0,0,0,241,67,25,67,17,8,0,0,1781,27,95,27,46,39,9,1,243,80,12,80,8,3,0,1
37,30.0,80.0,47,52,7,52,4,3,0,0,264,58,34,58,28,6,0,0,1770,12,110,12,52,54,4,0,353,75,17,75,9,6,1,1
38,30.0,80.25,45,51,8,51,5,3,0,0,301,61,31,61,22,9,0,0,2132,11,111,11,45,60,6,0,413,76,16,76,9,4,2,1
39,30.0,80.5,43,51,8,51,6,2,0,0,308,60,32,60,23,9,0,0,2152,10,112,10,47,59,6,0,416,78,14,78,7,4,2,1
40,30.25,78.0,42,51,8,51,6,2,0,0,187,75,17,75,12,5,0,0,1679,37,85,37,40,34,9,2,70,81,11,81,8,3,0,0
41,30.25,78.25,56,54,5,54,2,3,0,0,301,67,25,67,17,7,1,0,1314,41,81,41,43,33,4,1,122,82,10,82,6,3,1,0
