Cluster,FID,Lat,Long,DAYNO.,RAINFALL,YEAR
20,78.0,31.0,79.25,183.0,3.863013698630137,1991.0
21,59.0,30.5,79.5,183.0,3.802739726027397,1991.0
22,53.0,30.5,78.0,183.0,1.8602739726027397,1991.0
23,32.0,30.0,78.75,183.0,2.3808219178082193,1991.0
24,40.0,30.25,78.0,183.0,3.452054794520548,1991.0
25,49.5,30.25,80.375,183.0,2.250684931506849,1991.0
26,45.0,30.25,79.25,183.0,3.6136986301369864,1991.0
27,28.5,30.0,77.875,183.0,2.9232876712328766,1991.0
28,82.0,31.25,79.0,183.0,3.241095890410959,1991.0
29,9.0,29.25,80.0,183.0,2.2465753424657535,1991.0
30,66.0,30.75,78.5,183.0,2.6465753424657534,1991.0
31,57.0,30.5,79.0,183.0,4.167123287671233,1991.0
32,63.0,30.75,77.75,183.0,2.6794520547945204,1991.0
33,26.0,29.75,80.0,183.0,2.410958904109589,1991.0
34,74.0,31.0,78.25,183.0,2.5726027397260274,1991.0
35,58.0,30.5,79.25,183.0,3.9808219178082194,1991.0
36,33.0,30.0,79.0,183.0,2.767123287671233,1991.0
37,24.0,29.75,79.5,183.0,2.1890410958904107,1991.0
38,76.0,31.0,78.75,183.0,2.9232876712328766,1991.0
39,21.0,29.75,78.75,183.0,2.5342465753424657,1991.0
40,44.0,30.25,79.0,183.0,3.158904109589041,1991.0
41,12.0,29.5,79.0,183.0,1.3972602739726028,1991.0
42,35.0,30.0,79.5,183.0,2.4821917808219176,1991.0
43,16.0,29.5,80.0,183.0,2.4794520547945207,1991.0
44,27.0,29.75,80.25,183.0,2.610958904109589,1991.0
45,81.0,31.25,78.25,183.0,2.282191780821918,1991.0
46,48.0,30.25,80.0,183.0,2.419178082191781,1991.0
47,46.0,30.25,79.5,183.0,3.73972602739726,1991.0
48,39.0,30.0,80.5,183.0,2.345205479452055,1991.0
49,14.0,29.5,79.5,183.0,2.372602739726027,1991.0
50,77.0,31.0,79.0,183.0,3.347945205479452,1991.0
51,7.0,29.25,79.5,183.0,2.7095890410958905,1991.0
52,69.0,30.75,79.25,183.0,3.9342465753424656,1991.0
53,56.0,30.5,78.75,183.0,3.4328767123287673,1991.0
54,18.0,29.75,78.0,183.0,2.7726027397260276,1991.0
55,25.0,29.75,79.75,183.0,2.2794520547945205,1991.0
56,6.0,29.25,79.25,183.0,2.6931506849315068,1991.0
57,3.0,29.0,79.75,183.0,1.8767123287671232,1991.0
58,65.0,30.75,78.25,183.0,2.378082191780822,1991.0
59,10.0,29.25,80.25,183.0,2.654794520547945,1991.0
60,75.0,31.0,78.5,183.0,2.7534246575342465,1991.0
61,79.0,31.0,79.5,183.0,3.9095890410958902,1991.0
62,64.0,30.75,78.0,183.0,2.128767123287671,1991.0
63,36.0,30.0,79.75,183.0,2.0246575342465754,1991.0
64,20.0,29.75,78.5,183.0,3.0657534246575344,1991.0
65,62.0,30.5,80.25,183.0,2.717808219178082,1991.0
66,60.0,30.5,79.75,183.0,3.547945205479452,1991.0
67,1.0,29.0,79.25,183.0,2.0821917808219177,1991.0
68,4.0,29.0,80.0,183.0,3.4794520547945207,1991.0
69,55.0,30.5,78.5,183.0,2.287671232876712,1991.0
70,22.0,29.75,79.0,183.0,1.936986301369863,1991.0
71,41.0,30.25,78.25,183.0,2.871232876712329,1991.0
72,13.0,29.5,79.25,183.0,2.9315068493150687,1991.0
73,43.0,30.25,78.75,183.0,2.621917808219178,1991.0
74,31.0,30.0,78.5,183.0,2.43013698630137,1991.0
75,8.0,29.25,79.75,183.0,2.021917808219178,1991.0
76,61.0,30.5,80.0,183.0,3.0602739726027397,1991.0
77,37.0,30.0,80.0,183.0,1.926027397260274,1991.0
78,80.0,31.0,79.75,183.0,3.852054794520548,1991.0
79,70.0,30.75,79.5,183.0,3.8438356164383563,1991.0
0,69.0,30.75,79.25,183.5,3.2650273224043715,1992.0
1,3.0,29.0,79.75,183.5,3.92896174863388,1992.0
2,40.0,30.25,78.0,183.5,3.699453551912568,1992.0
3,47.0,30.25,79.75,183.5,3.185792349726776,1992.0
4,11.0,29.5,78.75,183.5,2.551912568306011,1992.0
5,27.0,29.75,80.25,183.5,2.978142076502732,1992.0
6,75.0,31.0,78.5,183.5,3.4234972677595628,1992.0
7,51.0,30.25,80.75,183.5,2.841530054644809,1992.0
8,43.0,30.25,78.75,183.5,1.969945355191257,1992.0
9,24.5,29.75,79.625,183.5,2.8975409836065573,1992.0
10,44.0,30.25,79.0,183.5,2.1065573770491803,1992.0
11,73.0,31.0,78.0,183.5,2.819672131147541,1992.0
12,71.0,30.75,79.75,183.5,3.2841530054644807,1992.0
13,16.0,29.5,80.0,183.5,3.2868852459016393,1992.0
14,1.0,29.0,79.25,183.5,3.69672131147541,1992.0
15,29.0,30.0,78.0,183.5,4.316939890710382,1992.0
16,49.0,30.25,80.25,183.5,2.942622950819672,1992.0
17,82.0,31.25,79.0,183.5,3.366120218579235,1992.0
18,48.0,30.25,80.0,183.5,2.9644808743169397,1992.0
19,53.0,30.5,78.0,183.5,2.778688524590164,1992.0
20,33.0,30.0,79.0,183.5,1.9153005464480874,1992.0
21,63.5,30.75,77.875,183.5,3.760928961748634,1992.0
22,42.0,30.25,78.5,183.5,2.1174863387978142,1992.0
23,20.0,29.75,78.5,183.5,4.325136612021858,1992.0
24,14.0,29.5,79.5,183.5,3.221311475409836,1992.0
25,58.0,30.5,79.25,183.5,3.1666666666666665,1992.0
26,81.0,31.25,78.25,183.5,2.0437158469945356,1992.0
27,70.0,30.75,79.5,183.5,2.773224043715847,1992.0
28,8.5,29.375,79.0,183.5,3.2172131147540983,1992.0
29,39.0,30.0,80.5,183.5,2.8961748633879782,1992.0
30,41.0,30.25,78.25,183.5,3.030054644808743,1992.0
31,56.0,30.5,78.75,183.5,3.7650273224043715,1992.0
32,52.0,30.25,81.0,183.5,2.9371584699453552,1992.0
33,4.0,29.0,80.0,183.5,4.158469945355192,1992.0
34,76.0,31.0,78.75,183.5,3.3743169398907105,1992.0
35,0.0,28.75,80.0,183.5,4.494535519125683,1992.0
36,10.0,29.25,80.25,183.5,3.628415300546448,1992.0
37,37.0,30.0,80.0,183.5,2.814207650273224,1992.0
38,17.0,29.5,80.25,183.5,3.133879781420765,1992.0
39,46.0,30.25,79.5,183.5,3.2349726775956285,1992.0
40,62.0,30.5,80.25,183.5,2.9617486338797816,1992.0
41,74.0,31.0,78.25,183.5,3.2540983606557377,1992.0
42,22.0,29.75,79.0,183.5,2.7759562841530054,1992.0
43,57.0,30.5,79.0,183.5,5.079234972677596,1992.0
44,77.0,31.0,79.0,183.5,3.3114754098360657,1992.0
45,28.0,30.0,77.75,183.5,3.0737704918032787,1992.0
46,66.0,30.75,78.5,183.5,3.980874316939891,1992.0
47,18.0,29.75,78.0,183.5,3.401639344262295,1992.0
48,68.0,30.75,79.0,183.5,4.040983606557377,1992.0
49,6.0,29.25,79.25,183.5,4.049180327868853,1992.0
50,26.0,29.75,80.0,183.5,2.789617486338798,1992.0
51,72.0,30.75,80.0,183.5,3.4672131147540983,1992.0
52,8.0,29.25,79.75,183.5,3.622950819672131,1992.0
53,55.0,30.5,78.5,183.5,3.1147540983606556,1992.0
54,80.0,31.0,79.75,183.5,2.8579234972677594,1992.0
55,54.0,30.5,78.25,183.5,2.540983606557377,1992.0
56,2.0,29.0,79.5,183.5,3.691256830601093,1992.0
57,59.0,30.5,79.5,183.5,2.9972677595628414,1992.0
58,35.0,30.0,79.5,183.5,3.1174863387978142,1992.0
59,32.0,30.0,78.75,183.5,2.442622950819672,1992.0
60,38.0,30.0,80.25,183.5,2.877049180327869,1992.0
61,30.0,30.0,78.25,183.5,3.622950819672131,1992.0
62,36.0,30.0,79.75,183.5,2.7814207650273226,1992.0
63,31.0,30.0,78.5,183.5,3.1557377049180326,1992.0
64,78.0,31.0,79.25,183.5,3.300546448087432,1992.0
65,19.0,29.75,78.25,183.5,3.221311475409836,1992.0
66,23.0,29.75,79.25,183.5,3.6311475409836067,1992.0
67,7.0,29.25,79.5,183.5,3.8551912568306013,1992.0
68,9.0,29.25,80.0,183.5,3.658469945355191,1992.0
69,21.0,29.75,78.75,183.5,3.3114754098360657,1992.0
70,61.0,30.5,80.0,183.5,3.248633879781421,1992.0
71,79.0,31.0,79.5,183.5,2.622950819672131,1992.0
72,34.0,30.0,79.25,183.5,2.1748633879781423,1992.0
73,15.0,29.5,79.75,183.5,3.308743169398907,1992.0
74,67.0,30.75,78.75,183.5,3.5273224043715845,1992.0
75,50.0,30.25,80.5,183.5,2.8551912568306013,1992.0
76,65.0,30.75,78.25,183.5,3.8551912568306013,1992.0
77,45.0,30.25,79.25,183.5,2.6475409836065573,1992.0
78,13.0,29.5,79.25,183.5,4.308743169398907,1992.0
79,60.0,30.5,79.75,183.5,3.6775956284153004,1992.0
0,26.0,29.75,80.0,183.0,5.715068493150685,1993.0
1,44.0,30.25,79.0,183.0,3.372602739726027,1993.0
2,31.0,30.0,78.5,183.0,3.786301369863014,1993.0
3,73.0,31.0,78.0,183.0,3.723287671232877,1993.0
4,6.0,29.25,79.25,183.0,3.8602739726027395,1993.0
5,80.0,31.0,79.75,183.0,3.5013698630136987,1993.0
6,51.5,30.25,80.875,183.0,5.96986301369863,1993.0
7,71.5,30.875,78.75,183.0,3.8493150684931505,1993.0
8,8.0,29.25,79.75,183.0,5.123287671232877,1993.0
9,40.0,30.25,78.0,183.0,5.405479452054794,1993.0
10,72.0,30.75,80.0,183.0,4.263013698630137,1993.0
11,45.0,30.25,79.25,183.0,3.43013698630137,1993.0
12,22.0,29.75,79.0,183.0,2.7753424657534245,1993.0
13,4.0,29.0,80.0,183.0,5.7315068493150685,1993.0
14,36.0,30.0,79.75,183.0,5.323287671232877,1993.0
15,49.0,30.25,80.25,183.0,5.641095890410959,1993.0
16,82.0,31.25,79.0,183.0,3.0712328767123287,1993.0
17,19.0,29.75,78.25,183.0,3.5123287671232877,1993.0
18,19.0,29.625,79.5,183.0,4.705479452054795,1993.0
19,60.0,30.5,79.75,183.0,3.8164383561643835,1993.0
20,65.0,30.75,78.25,183.0,4.158904109589041,1993.0
21,68.0,30.75,79.0,183.0,3.4328767123287673,1993.0
22,69.0,30.75,79.25,183.0,3.3534246575342466,1993.0
23,10.0,29.25,80.25,183.0,5.912328767123288,1993.0
24,12.0,29.5,79.0,183.0,2.5452054794520547,1993.0
25,42.0,30.25,78.5,183.0,4.50958904109589,1993.0
26,64.0,30.75,78.0,183.0,3.0876712328767124,1993.0
27,28.0,30.0,77.75,183.0,3.350684931506849,1993.0
28,2.0,29.0,79.5,183.0,3.665753424657534,1993.0
29,74.0,31.0,78.25,183.0,3.684931506849315,1993.0
30,39.0,30.0,80.5,183.0,6.032876712328767,1993.0
31,7.0,29.25,79.5,183.0,4.608219178082192,1993.0
32,32.0,30.0,78.75,183.0,2.9123287671232876,1993.0
33,66.0,30.75,78.5,183.0,4.13972602739726,1993.0
34,81.0,31.25,78.25,183.0,2.7315068493150685,1993.0
35,33.0,30.0,79.0,183.0,3.03013698630137,1993.0
36,43.0,30.25,78.75,183.0,3.7013698630136984,1993.0
37,62.0,30.5,80.25,183.0,5.526027397260274,1993.0
38,20.0,29.75,78.5,183.0,3.4986301369863013,1993.0
39,21.0,29.75,78.75,183.0,2.7095890410958905,1993.0
40,55.0,30.5,78.5,183.0,4.345205479452055,1993.0
41,53.0,30.5,78.0,183.0,4.545205479452055,1993.0
42,61.0,30.5,80.0,183.0,4.742465753424658,1993.0
43,56.0,30.5,78.75,183.0,4.0,1993.0
44,71.0,30.75,79.75,183.0,3.6027397260273974,1993.0
45,77.0,31.0,79.0,183.0,3.4767123287671233,1993.0
46,48.0,30.25,80.0,183.0,5.3561643835616435,1993.0
47,16.0,29.5,80.0,183.0,5.761643835616439,1993.0
48,37.0,30.0,80.0,183.0,5.46027397260274,1993.0
49,17.0,29.5,80.25,183.0,5.986301369863014,1993.0
50,58.0,30.5,79.25,183.0,3.33972602739726,1993.0
51,11.0,29.5,78.75,183.0,2.580821917808219,1993.0
52,29.0,30.0,78.0,183.0,3.96986301369863,1993.0
53,23.0,29.75,79.25,183.0,3.3835616438356166,1993.0
54,41.0,30.25,78.25,183.0,4.542465753424658,1993.0
55,1.0,29.0,79.25,183.0,3.1205479452054794,1993.0
56,18.0,29.75,78.0,183.0,3.3863013698630136,1993.0
57,57.0,30.5,79.0,183.0,3.4876712328767123,1993.0
58,3.0,29.0,79.75,183.0,5.175342465753425,1993.0
59,79.0,31.0,79.5,183.0,3.4164383561643836,1993.0
60,78.0,31.0,79.25,183.0,3.3835616438356166,1993.0
61,38.0,30.0,80.25,183.0,5.994520547945205,1993.0
62,30.0,30.0,78.25,183.0,3.808219178082192,1993.0
63,46.0,30.25,79.5,183.0,3.7041095890410958,1993.0
64,25.0,29.75,79.75,183.0,5.345205479452055,1993.0
65,35.0,30.0,79.5,183.0,4.331506849315068,1993.0
66,59.0,30.5,79.5,183.0,3.3863013698630136,1993.0
67,34.0,30.0,79.25,183.0,3.3808219178082193,1993.0
68,50.0,30.25,80.5,183.0,5.843835616438356,1993.0
69,27.0,29.75,80.25,183.0,6.101369863013699,1993.0
70,15.0,29.5,79.75,183.0,5.208219178082191,1993.0
71,47.0,30.25,79.75,183.0,4.619178082191781,1993.0
72,75.0,31.0,78.5,183.0,3.712328767123288,1993.0
73,13.0,29.5,79.25,183.0,3.6164383561643834,1993.0
74,9.0,29.25,80.0,183.0,5.876712328767123,1993.0
75,70.0,30.75,79.5,183.0,3.4164383561643836,1993.0
76,5.0,29.25,79.0,183.0,2.9616438356164383,1993.0
77,54.0,30.5,78.25,183.0,4.342465753424658,1993.0
78,0.0,28.75,80.0,183.0,6.167123287671233,1993.0
79,63.0,30.75,77.75,183.0,3.3643835616438356,1993.0
0,66.0,30.75,78.5,183.0,4.695890410958904,1994.0
1,35.0,30.0,79.5,183.0,2.9123287671232876,1994.0
2,61.0,30.5,80.0,183.0,3.778082191780822,1994.0
3,3.0,29.0,79.75,183.0,2.8164383561643835,1994.0
4,40.0,30.25,78.0,183.0,4.712328767123288,1994.0
5,11.0,29.5,78.75,183.0,2.536986301369863,1994.0
6,82.0,31.25,79.0,183.0,2.4383561643835616,1994.0
7,38.5,30.0,80.375,183.0,5.973972602739726,1994.0
8,57.0,30.5,79.0,183.0,2.835616438356164,1994.0
9,63.0,30.75,77.75,183.0,3.6986301369863015,1994.0
10,16.5,29.5,80.125,183.0,5.146575342465753,1994.0
11,70.0,30.75,79.5,183.0,2.5452054794520547,1994.0
12,30.0,30.0,78.25,183.0,3.4438356164383563,1994.0
13,6.0,29.25,79.25,183.0,2.6191780821917807,1994.0
14,15.0,29.5,79.75,183.0,3.4904109589041097,1994.0
15,51.5,30.25,80.875,183.0,5.920547945205479,1994.0
16,43.0,30.25,78.75,183.0,3.5315068493150683,1994.0
17,37.0,30.0,80.0,183.0,4.567123287671233,1994.0
18,75.0,31.0,78.5,183.0,4.2904109589041095,1994.0
19,33.0,30.0,79.0,183.0,2.2986301369863016,1994.0
20,8.0,29.25,79.75,183.0,2.9342465753424656,1994.0
21,74.0,31.0,78.25,183.0,4.397260273972603,1994.0
22,24.0,29.75,79.5,183.0,2.7424657534246575,1994.0
23,47.0,30.25,79.75,183.0,3.5095890410958903,1994.0
24,20.0,29.75,78.5,183.0,3.372602739726027,1994.0
25,44.0,30.25,79.0,183.0,2.7150684931506848,1994.0
26,19.0,29.75,78.25,183.0,3.4356164383561643,1994.0
27,54.0,30.5,78.25,183.0,4.717808219178083,1994.0
28,78.0,31.0,79.25,183.0,2.5671232876712327,1994.0
29,7.0,29.25,79.5,183.0,2.8,1994.0
30,4.0,29.0,80.0,183.0,2.8575342465753426,1994.0
31,49.0,30.25,80.25,183.0,5.024657534246575,1994.0
32,71.0,30.75,79.75,183.0,2.76986301369863,1994.0
33,42.0,30.25,78.5,183.0,4.495890410958904,1994.0
34,28.0,30.0,77.75,183.0,2.824657534246575,1994.0
35,18.0,29.75,78.0,183.0,3.0356164383561643,1994.0
36,72.0,30.75,80.0,183.0,3.249315068493151,1994.0
37,58.0,30.5,79.25,183.0,2.4575342465753423,1994.0
38,13.0,29.5,79.25,183.0,2.4438356164383563,1994.0
39,67.0,30.75,78.75,183.0,3.8465753424657536,1994.0
40,62.0,30.5,80.25,183.0,4.887671232876713,1994.0
41,65.0,30.75,78.25,183.0,4.69041095890411,1994.0
42,2.0,29.0,79.5,183.0,2.3835616438356166,1994.0
43,76.0,31.0,78.75,183.0,3.8273972602739725,1994.0
44,60.0,30.5,79.75,183.0,3.0164383561643837,1994.0
45,25.0,29.75,79.75,183.0,3.9835616438356163,1994.0
46,73.0,31.0,78.0,183.0,4.586301369863014,1994.0
47,14.0,29.5,79.5,183.0,2.915068493150685,1994.0
48,21.0,29.75,78.75,183.0,2.515068493150685,1994.0
49,59.0,30.5,79.5,183.0,2.5424657534246577,1994.0
50,79.0,31.0,79.5,183.0,2.5342465753424657,1994.0
51,1.0,29.0,79.25,183.0,2.350684931506849,1994.0
52,5.0,29.25,79.0,183.0,2.665753424657534,1994.0
53,68.0,30.75,79.0,183.0,2.736986301369863,1994.0
54,80.0,31.0,79.75,183.0,2.5753424657534247,1994.0
55,22.0,29.75,79.0,183.0,2.1506849315068495,1994.0
56,29.0,30.0,78.0,183.0,3.021917808219178,1994.0
57,56.0,30.5,78.75,183.0,3.947945205479452,1994.0
58,81.0,31.25,78.25,183.0,3.3123287671232875,1994.0
59,34.0,30.0,79.25,183.0,2.372602739726027,1994.0
60,48.0,30.25,80.0,183.0,4.405479452054794,1994.0
61,10.0,29.25,80.25,183.0,4.301369863013699,1994.0
62,55.0,30.5,78.5,183.0,4.6657534246575345,1994.0
63,41.0,30.25,78.25,183.0,4.342465753424658,1994.0
64,31.0,30.0,78.5,183.0,3.2986301369863016,1994.0
65,46.0,30.25,79.5,183.0,2.6794520547945204,1994.0
66,12.0,29.5,79.0,183.0,2.0657534246575344,1994.0
67,36.0,30.0,79.75,183.0,4.068493150684931,1994.0
68,45.0,30.25,79.25,183.0,2.4328767123287673,1994.0
69,0.0,28.75,80.0,183.0,3.0273972602739727,1994.0
70,26.0,29.75,80.0,183.0,5.131506849315069,1994.0
71,32.0,30.0,78.75,183.0,2.66027397260274,1994.0
72,23.0,29.75,79.25,183.0,2.3808219178082193,1994.0
73,69.0,30.75,79.25,183.0,2.5232876712328767,1994.0
74,27.0,29.75,80.25,183.0,6.238356164383561,1994.0
75,77.0,31.0,79.0,183.0,2.7643835616438355,1994.0
76,64.0,30.75,78.0,183.0,3.7753424657534245,1994.0
77,53.0,30.5,78.0,183.0,4.698630136986301,1994.0
78,9.0,29.25,80.0,183.0,3.778082191780822,1994.0
79,50.0,30.25,80.5,183.0,5.627397260273972,1994.0
0,18.0,29.75,78.0,183.0,3.4986301369863013,1995.0
1,13.0,29.5,79.25,183.0,3.2794520547945205,1995.0
2,72.0,30.75,80.0,183.0,3.304109589041096,1995.0
3,75.0,31.0,78.5,183.0,5.095890410958904,1995.0
4,39.0,30.0,80.5,183.0,5.7095890410958905,1995.0
5,44.0,30.25,79.0,183.0,3.495890410958904,1995.0
6,16.0,29.5,80.0,183.0,5.043835616438356,1995.0
7,59.0,30.5,79.5,183.0,3.1041095890410957,1995.0
8,41.0,30.25,78.25,183.0,4.967123287671233,1995.0
9,4.0,29.0,80.0,183.0,4.2,1995.0
10,63.0,30.75,77.75,183.0,3.3315068493150686,1995.0
11,78.0,31.0,79.25,183.0,3.158904109589041,1995.0
12,21.5,29.75,78.875,183.0,3.5054794520547947,1995.0
13,36.0,30.0,79.75,183.0,4.1808219178082195,1995.0
14,66.0,30.75,78.5,183.0,5.701369863013698,1995.0
15,51.5,30.25,80.875,183.0,5.732876712328767,1995.0
16,23.0,29.75,79.25,183.0,3.317808219178082,1995.0
17,2.0,29.0,79.5,183.0,3.106849315068493,1995.0
18,74.0,31.0,78.25,183.0,4.772602739726027,1995.0
19,27.0,29.75,80.25,183.0,5.7534246575342465,1995.0
20,54.0,30.5,78.25,183.0,6.120547945205479,1995.0
21,43.0,30.25,78.75,183.0,4.747945205479452,1995.0
22,49.0,30.25,80.25,183.0,5.380821917808219,1995.0
23,77.0,31.0,79.0,183.0,3.589041095890411,1995.0
24,71.0,30.75,79.75,183.0,3.1452054794520548,1995.0
25,20.0,29.75,78.5,183.0,4.208219178082191,1995.0
26,17.0,29.5,80.25,183.0,5.723287671232876,1995.0
27,47.0,30.25,79.75,183.0,3.5835616438356164,1995.0
28,5.0,29.25,79.0,183.0,3.7945205479452055,1995.0
29,28.0,30.0,77.75,183.0,3.734246575342466,1995.0
30,34.0,30.0,79.25,183.0,3.2,1995.0
31,8.0,29.25,79.75,183.0,3.5726027397260274,1995.0
32,10.0,29.25,80.25,183.0,5.027397260273973,1995.0
33,26.0,29.75,80.0,183.0,5.315068493150685,1995.0
34,60.0,30.5,79.75,183.0,3.252054794520548,1995.0
35,12.0,29.5,79.0,183.0,3.219178082191781,1995.0
36,68.0,30.75,79.0,183.0,3.452054794520548,1995.0
37,48.0,30.25,80.0,183.0,4.808219178082192,1995.0
38,30.0,30.0,78.25,183.0,3.786301369863014,1995.0
39,6.0,29.25,79.25,183.0,3.4657534246575343,1995.0
40,25.0,29.75,79.75,183.0,4.1287671232876715,1995.0
41,82.0,31.25,79.0,183.0,3.3698630136986303,1995.0
42,38.0,30.0,80.25,183.0,5.646575342465753,1995.0
43,11.0,29.5,78.75,183.0,3.8767123287671232,1995.0
44,35.0,30.0,79.5,183.0,3.252054794520548,1995.0
45,10.5,29.375,79.5,183.0,3.350684931506849,1995.0
46,58.0,30.5,79.25,183.0,3.1041095890410957,1995.0
47,45.0,30.25,79.25,183.0,3.1342465753424658,1995.0
48,33.0,30.0,79.0,183.0,3.252054794520548,1995.0
49,70.0,30.75,79.5,183.0,3.0931506849315067,1995.0
50,64.0,30.75,78.0,183.0,3.115068493150685,1995.0
51,50.0,30.25,80.5,183.0,5.5479452054794525,1995.0
52,29.0,30.0,78.0,183.0,3.484931506849315,1995.0
53,67.0,30.75,78.75,183.0,4.942465753424657,1995.0
54,79.0,31.0,79.5,183.0,3.095890410958904,1995.0
55,42.0,30.25,78.5,183.0,5.383561643835616,1995.0
56,24.0,29.75,79.5,183.0,3.2273972602739724,1995.0
57,15.0,29.5,79.75,183.0,3.9397260273972603,1995.0
58,9.0,29.25,80.0,183.0,4.608219178082192,1995.0
59,57.0,30.5,79.0,183.0,3.5397260273972604,1995.0
60,3.0,29.0,79.75,183.0,3.9232876712328766,1995.0
61,1.0,29.0,79.25,183.0,3.0383561643835617,1995.0
62,53.0,30.5,78.0,183.0,4.375342465753425,1995.0
63,55.0,30.5,78.5,183.0,5.895890410958904,1995.0
64,31.0,30.0,78.5,183.0,4.663013698630137,1995.0
65,32.0,30.0,78.75,183.0,4.054794520547945,1995.0
66,76.0,31.0,78.75,183.0,4.791780821917809,1995.0
67,80.0,31.0,79.75,183.0,3.0876712328767124,1995.0
68,62.0,30.5,80.25,183.0,5.183561643835616,1995.0
69,69.0,30.75,79.25,183.0,3.1342465753424658,1995.0
70,65.0,30.75,78.25,183.0,5.816438356164384,1995.0
71,40.0,30.25,78.0,183.0,4.336986301369863,1995.0
72,37.0,30.0,80.0,183.0,5.090410958904109,1995.0
73,19.0,29.75,78.25,183.0,3.695890410958904,1995.0
74,46.0,30.25,79.5,183.0,3.1561643835616437,1995.0
75,0.0,28.75,80.0,183.0,4.427397260273972,1995.0
76,73.0,31.0,78.0,183.0,4.528767123287671,1995.0
77,81.0,31.25,78.25,183.0,3.5013698630136987,1995.0
78,56.0,30.5,78.75,183.0,4.958904109589041,1995.0
79,61.0,30.5,80.0,183.0,3.7753424657534245,1995.0
0,3.0,29.0,79.75,183.5,3.9098360655737703,1996.0
1,43.0,30.25,78.75,183.5,3.0163934426229506,1996.0
2,48.0,30.25,80.0,183.5,4.1502732240437155,1996.0
3,76.0,31.0,78.75,183.5,3.8442622950819674,1996.0
4,40.0,30.25,78.0,183.5,3.7650273224043715,1996.0
5,5.0,29.25,79.0,183.5,3.6639344262295084,1996.0
6,71.0,30.75,79.75,183.5,3.4672131147540983,1996.0
7,51.5,30.25,80.875,183.5,5.4002732240437155,1996.0
8,26.0,29.75,80.0,183.5,3.601092896174863,1996.0
9,34.0,30.0,79.25,183.5,2.814207650273224,1996.0
10,75.0,31.0,78.5,183.5,4.131147540983607,1996.0
11,20.0,29.75,78.5,183.5,5.215846994535519,1996.0
12,69.0,30.75,79.25,183.5,3.448087431693989,1996.0
13,73.0,31.0,78.0,183.5,4.131147540983607,1996.0
14,23.0,29.75,79.25,183.5,2.3442622950819674,1996.0
15,17.0,29.5,80.25,183.5,3.412568306010929,1996.0
16,1.5,29.0,79.375,183.5,4.319672131147541,1996.0
17,18.0,29.75,78.0,183.5,2.5737704918032787,1996.0
18,4.0,29.0,80.0,183.5,4.193989071038251,1996.0
19,14.0,29.5,79.5,183.5,2.6065573770491803,1996.0
20,54.0,30.5,78.25,183.5,3.7814207650273226,1996.0
21,58.0,30.5,79.25,183.5,4.724043715846994,1996.0
22,11.0,29.5,78.75,183.5,2.751366120218579,1996.0
23,28.0,30.0,77.75,183.5,3.759562841530055,1996.0
24,38.0,30.0,80.25,183.5,5.262295081967213,1996.0
25,79.0,31.0,79.5,183.5,3.5081967213114753,1996.0
26,62.0,30.5,80.25,183.5,4.937158469945355,1996.0
27,19.0,29.75,78.25,183.5,2.907103825136612,1996.0
28,46.0,30.25,79.5,183.5,3.5163934426229506,1996.0
29,63.0,30.75,77.75,183.5,2.9836065573770494,1996.0
30,81.0,31.25,78.25,183.5,3.1448087431693987,1996.0
31,25.0,29.75,79.75,183.5,3.8224043715846996,1996.0
32,8.0,29.25,79.75,183.5,2.866120218579235,1996.0
33,16.0,29.5,80.0,183.5,1.9781420765027322,1996.0
34,35.0,30.0,79.5,183.5,3.26775956284153,1996.0
35,82.0,31.25,79.0,183.5,3.4918032786885247,1996.0
36,24.0,29.75,79.5,183.5,2.398907103825137,1996.0
37,61.0,30.5,80.0,183.5,3.740437158469945,1996.0
38,42.0,30.25,78.5,183.5,2.9918032786885247,1996.0
39,12.0,29.5,79.0,183.5,2.30327868852459,1996.0
40,55.0,30.5,78.5,183.5,3.685792349726776,1996.0
41,7.0,29.25,79.5,183.5,4.762295081967213,1996.0
42,74.0,31.0,78.25,183.5,4.532786885245901,1996.0
43,31.0,30.0,78.5,183.5,4.021857923497268,1996.0
44,57.0,30.5,79.0,183.5,3.289617486338798,1996.0
45,0.0,28.75,80.0,183.5,4.806010928961749,1996.0
46,78.0,31.0,79.25,183.5,3.7540983606557377,1996.0
47,65.0,30.75,78.25,183.5,4.377049180327869,1996.0
48,39.0,30.0,80.5,183.5,5.158469945355192,1996.0
49,29.0,30.0,78.0,183.5,3.150273224043716,1996.0
50,37.0,30.0,80.0,183.5,4.352459016393443,1996.0
51,70.0,30.75,79.5,183.5,3.330601092896175,1996.0
52,59.0,30.5,79.5,183.5,3.2841530054644807,1996.0
53,10.0,29.25,80.25,183.5,3.2349726775956285,1996.0
54,60.0,30.5,79.75,183.5,3.4562841530054644,1996.0
55,66.0,30.75,78.5,183.5,4.751366120218579,1996.0
56,45.0,30.25,79.25,183.5,3.251366120218579,1996.0
57,72.0,30.75,80.0,183.5,3.7540983606557377,1996.0
58,36.0,30.0,79.75,183.5,3.592896174863388,1996.0
59,41.0,30.25,78.25,183.5,2.0546448087431695,1996.0
60,56.0,30.5,78.75,183.5,3.169398907103825,1996.0
61,49.0,30.25,80.25,183.5,4.663934426229508,1996.0
62,15.0,29.5,79.75,183.5,2.819672131147541,1996.0
63,47.0,30.25,79.75,183.5,3.83879781420765,1996.0
