FID,Lat,Long,Dry_days,Wet_days
0,28.75,80.0,274,92
1,29.0,79.25,282,84
2,29.0,79.5,276,90
3,29.0,79.75,258,108
4,29.0,80.0,253,113
5,29.25,79.0,264,102
6,29.25,79.25,252,114
7,29.25,79.5,251,115
8,29.25,79.75,232,134
9,29.25,80.0,231,135
10,29.25,80.25,218,148
11,29.5,78.75,303,63
12,29.5,79.0,296,70
13,29.5,79.25,251,115
14,29.5,79.5,263,103
15,29.5,79.75,216,150
16,29.5,80.0,215,151
17,29.5,80.25,211,155
18,29.75,78.0,296,70
19,29.75,78.25,300,66
20,29.75,78.5,265,101
21,29.75,78.75,260,106
22,29.75,79.0,267,99
23,29.75,79.25,257,109
24,29.75,79.5,255,111
25,29.75,79.75,211,155
26,29.75,80.0,209,157
27,29.75,80.25,224,142
28,30.0,77.75,280,86
29,30.0,78.0,286,80
30,30.0,78.25,247,119
31,30.0,78.5,236,130
32,30.0,78.75,242,124
33,30.0,79.0,234,132
34,30.0,79.25,230,136
35,30.0,79.5,210,156
36,30.0,79.75,218,148
37,30.0,80.0,232,134
38,30.0,80.25,229,137
39,30.0,80.5,225,141
40,30.25,78.0,272,94
41,30.25,78.25,245,121
42,30.25,78.5,238,128
43,30.25,78.75,232,134
44,30.25,79.0,222,144
45,30.25,79.25,225,141
46,30.25,79.5,215,151
47,30.25,79.75,217,149
48,30.25,80.0,225,141
49,30.25,80.25,224,142
50,30.25,80.5,224,142
51,30.25,80.75,227,139
52,30.25,81.0,229,137
53,30.5,78.0,255,111
54,30.5,78.25,246,120
55,30.5,78.5,243,123
56,30.5,78.75,230,136
57,30.5,79.0,226,140
58,30.5,79.25,228,138
59,30.5,79.5,235,131
60,30.5,79.75,214,152
61,30.5,80.0,223,143
62,30.5,80.25,227,139
63,30.75,77.75,251,115
64,30.75,78.0,246,120
65,30.75,78.25,243,123
66,30.75,78.5,235,131
67,30.75,78.75,234,132
68,30.75,79.0,223,143
69,30.75,79.25,234,132
70,30.75,79.5,223,143
71,30.75,79.75,214,152
72,30.75,80.0,215,151
73,31.0,78.0,271,95
74,31.0,78.25,237,129
75,31.0,78.5,231,135
76,31.0,78.75,232,134
77,31.0,79.0,218,148
78,31.0,79.25,230,136
79,31.0,79.5,226,140
80,31.0,79.75,218,148
81,31.25,78.25,265,101
82,31.25,79.0,219,147
