FID,Lat,Long,Dry_days,Wet_days
0,28.75,80.0,272,93
1,29.0,79.25,307,58
2,29.0,79.5,303,62
3,29.0,79.75,274,91
4,29.0,80.0,263,102
5,29.25,79.0,299,66
6,29.25,79.25,263,102
7,29.25,79.5,246,119
8,29.25,79.75,264,101
9,29.25,80.0,260,105
10,29.25,80.25,247,118
11,29.5,78.75,310,55
12,29.5,79.0,298,67
13,29.5,79.25,242,123
14,29.5,79.5,260,105
15,29.5,79.75,242,123
16,29.5,80.0,265,100
17,29.5,80.25,236,129
18,29.75,78.0,283,82
19,29.75,78.25,279,86
20,29.75,78.5,290,75
21,29.75,78.75,289,76
22,29.75,79.0,273,92
23,29.75,79.25,265,100
24,29.75,79.5,249,116
25,29.75,79.75,241,124
26,29.75,80.0,244,121
27,29.75,80.25,246,119
28,30.0,77.75,276,89
29,30.0,78.0,281,84
30,30.0,78.25,272,93
31,30.0,78.5,281,84
32,30.0,78.75,282,83
33,30.0,79.0,271,94
34,30.0,79.25,258,107
35,30.0,79.5,246,119
36,30.0,79.75,235,130
37,30.0,80.0,263,102
38,30.0,80.25,246,119
39,30.0,80.5,245,120
40,30.25,78.0,254,111
41,30.25,78.25,278,87
42,30.25,78.5,273,92
43,30.25,78.75,259,106
44,30.25,79.0,282,83
45,30.25,79.25,242,123
46,30.25,79.5,238,127
47,30.25,79.75,254,111
48,30.25,80.0,239,126
49,30.25,80.25,237,128
50,30.25,80.5,241,124
51,30.25,80.75,250,115
52,30.25,81.0,263,102
53,30.5,78.0,254,111
54,30.5,78.25,248,117
55,30.5,78.5,264,101
56,30.5,78.75,226,139
57,30.5,79.0,240,125
58,30.5,79.25,238,127
59,30.5,79.5,247,118
60,30.5,79.75,241,124
61,30.5,80.0,239,126
62,30.5,80.25,233,132
63,30.75,77.75,264,101
64,30.75,78.0,251,114
65,30.75,78.25,268,97
66,30.75,78.5,255,110
67,30.75,78.75,240,125
68,30.75,79.0,220,145
69,30.75,79.25,226,139
70,30.75,79.5,237,128
71,30.75,79.75,238,127
72,30.75,80.0,244,121
73,31.0,78.0,252,113
74,31.0,78.25,235,130
75,31.0,78.5,239,126
76,31.0,78.75,239,126
77,31.0,79.0,220,145
78,31.0,79.25,219,146
79,31.0,79.5,228,137
80,31.0,79.75,232,133
81,31.25,78.25,234,131
82,31.25,79.0,220,145
