FID,Lat,Long,Dry_days,Wet_days
0,28.75,80.0,260,106
1,29.0,79.25,298,68
2,29.0,79.5,271,95
3,29.0,79.75,261,105
4,29.0,80.0,261,105
5,29.25,79.0,266,100
6,29.25,79.25,269,97
7,29.25,79.5,263,103
8,29.25,79.75,262,104
9,29.25,80.0,262,104
10,29.25,80.25,262,104
11,29.5,78.75,267,99
12,29.5,79.0,260,106
13,29.5,79.25,261,105
14,29.5,79.5,264,102
15,29.5,79.75,264,102
16,29.5,80.0,264,102
17,29.5,80.25,260,106
18,29.75,78.0,278,88
19,29.75,78.25,292,74
20,29.75,78.5,275,91
21,29.75,78.75,263,103
22,29.75,79.0,252,114
23,29.75,79.25,259,107
24,29.75,79.5,261,105
25,29.75,79.75,264,102
26,29.75,80.0,260,106
27,29.75,80.25,261,105
28,30.0,77.75,251,115
29,30.0,78.0,247,119
30,30.0,78.25,264,102
31,30.0,78.5,264,102
32,30.0,78.75,255,111
33,30.0,79.0,252,114
34,30.0,79.25,252,114
35,30.0,79.5,261,105
36,30.0,79.75,259,107
37,30.0,80.0,259,107
38,30.0,80.25,264,102
39,30.0,80.5,265,101
40,30.25,78.0,249,117
41,30.25,78.25,257,109
42,30.25,78.5,255,111
43,30.25,78.75,254,112
44,30.25,79.0,258,108
45,30.25,79.25,253,113
46,30.25,79.5,255,111
47,30.25,79.75,262,104
48,30.25,80.0,263,103
49,30.25,80.25,263,103
50,30.25,80.5,263,103
51,30.25,80.75,264,102
52,30.25,81.0,257,109
53,30.5,78.0,243,123
54,30.5,78.25,252,114
55,30.5,78.5,247,119
56,30.5,78.75,251,115
57,30.5,79.0,252,114
58,30.5,79.25,261,105
59,30.5,79.5,256,110
60,30.5,79.75,263,103
61,30.5,80.0,263,103
62,30.5,80.25,263,103
63,30.75,77.75,262,104
64,30.75,78.0,229,137
65,30.75,78.25,229,137
66,30.75,78.5,243,123
67,30.75,78.75,244,122
68,30.75,79.0,256,110
69,30.75,79.25,261,105
70,30.75,79.5,260,106
71,30.75,79.75,262,104
72,30.75,80.0,263,103
73,31.0,78.0,248,118
74,31.0,78.25,232,134
75,31.0,78.5,232,134
76,31.0,78.75,232,134
77,31.0,79.0,256,110
78,31.0,79.25,267,99
79,31.0,79.5,271,95
80,31.0,79.75,247,119
81,31.25,78.25,242,124
82,31.25,79.0,264,102
