FID,Lat,Long,Dry_days,Wet_days
0,28.75,80.0,270,96
1,29.0,79.25,271,95
2,29.0,79.5,266,100
3,29.0,79.75,260,106
4,29.0,80.0,263,103
5,29.25,79.0,269,97
6,29.25,79.25,251,115
7,29.25,79.5,239,127
8,29.25,79.75,260,106
9,29.25,80.0,266,100
10,29.25,80.25,247,119
11,29.5,78.75,259,107
12,29.5,79.0,273,93
13,29.5,79.25,239,127
14,29.5,79.5,253,113
15,29.5,79.75,254,112
16,29.5,80.0,270,96
17,29.5,80.25,247,119
18,29.75,78.0,277,89
19,29.75,78.25,260,106
20,29.75,78.5,262,104
21,29.75,78.75,244,122
22,29.75,79.0,251,115
23,29.75,79.25,259,107
24,29.75,79.5,252,114
25,29.75,79.75,260,106
26,29.75,80.0,245,121
27,29.75,80.25,254,112
28,30.0,77.75,263,103
29,30.0,78.0,270,96
30,30.0,78.25,250,116
31,30.0,78.5,238,128
32,30.0,78.75,234,132
33,30.0,79.0,235,131
34,30.0,79.25,243,123
35,30.0,79.5,238,128
36,30.0,79.75,241,125
37,30.0,80.0,246,120
38,30.0,80.25,249,117
39,30.0,80.5,249,117
40,30.25,78.0,249,117
41,30.25,78.25,259,107
42,30.25,78.5,245,121
43,30.25,78.75,252,114
44,30.25,79.0,258,108
45,30.25,79.25,234,132
46,30.25,79.5,226,140
47,30.25,79.75,221,145
48,30.25,80.0,237,129
49,30.25,80.25,241,125
50,30.25,80.5,245,121
51,30.25,80.75,254,112
52,30.25,81.0,271,95
53,30.5,78.0,235,131
54,30.5,78.25,239,127
55,30.5,78.5,240,126
56,30.5,78.75,219,147
57,30.5,79.0,228,138
58,30.5,79.25,236,130
59,30.5,79.5,236,130
60,30.5,79.75,227,139
61,30.5,80.0,212,154
62,30.5,80.25,219,147
63,30.75,77.75,249,117
64,30.75,78.0,230,136
65,30.75,78.25,240,126
66,30.75,78.5,237,129
67,30.75,78.75,230,136
68,30.75,79.0,223,143
69,30.75,79.25,229,137
70,30.75,79.5,236,130
71,30.75,79.75,234,132
72,30.75,80.0,218,148
73,31.0,78.0,221,145
74,31.0,78.25,216,150
75,31.0,78.5,222,144
76,31.0,78.75,226,140
77,31.0,79.0,222,144
78,31.0,79.25,227,139
79,31.0,79.5,229,137
80,31.0,79.75,234,132
81,31.25,78.25,214,152
82,31.25,79.0,220,146
