FID,Lat,Long,Dry_days,Wet_days
0,28.75,80.0,262,103
1,29.0,79.25,225,140
2,29.0,79.5,224,141
3,29.0,79.75,234,131
4,29.0,80.0,248,117
5,29.25,79.0,234,131
6,29.25,79.25,234,131
7,29.25,79.5,220,145
8,29.25,79.75,212,153
9,29.25,80.0,207,158
10,29.25,80.25,206,159
11,29.5,78.75,232,133
12,29.5,79.0,232,133
13,29.5,79.25,233,132
14,29.5,79.5,246,119
15,29.5,79.75,208,157
16,29.5,80.0,199,166
17,29.5,80.25,202,163
18,29.75,78.0,264,101
19,29.75,78.25,264,101
20,29.75,78.5,257,108
21,29.75,78.75,227,138
22,29.75,79.0,216,149
23,29.75,79.25,215,150
24,29.75,79.5,210,155
25,29.75,79.75,200,165
26,29.75,80.0,208,157
27,29.75,80.25,205,160
28,30.0,77.75,257,108
29,30.0,78.0,272,93
30,30.0,78.25,255,110
31,30.0,78.5,254,111
32,30.0,78.75,227,138
33,30.0,79.0,218,147
34,30.0,79.25,209,156
35,30.0,79.5,202,163
36,30.0,79.75,205,160
37,30.0,80.0,221,144
38,30.0,80.25,204,161
39,30.0,80.5,205,160
40,30.25,78.0,221,144
41,30.25,78.25,214,151
42,30.25,78.5,245,120
43,30.25,78.75,225,140
44,30.25,79.0,225,140
45,30.25,79.25,224,141
46,30.25,79.5,211,154
47,30.25,79.75,206,159
48,30.25,80.0,213,152
49,30.25,80.25,210,155
50,30.25,80.5,205,160
51,30.25,80.75,204,161
52,30.25,81.0,206,159
53,30.5,78.0,203,162
54,30.5,78.25,211,154
55,30.5,78.5,202,163
56,30.5,78.75,199,166
57,30.5,79.0,227,138
58,30.5,79.25,225,140
59,30.5,79.5,228,137
60,30.5,79.75,207,158
61,30.5,80.0,205,160
62,30.5,80.25,205,160
63,30.75,77.75,211,154
64,30.75,78.0,204,161
65,30.75,78.25,234,131
66,30.75,78.5,262,103
67,30.75,78.75,188,177
68,30.75,79.0,209,156
69,30.75,79.25,222,143
70,30.75,79.5,221,144
71,30.75,79.75,213,152
72,30.75,80.0,206,159
73,31.0,78.0,210,155
74,31.0,78.25,180,185
75,31.0,78.5,178,187
76,31.0,78.75,186,179
77,31.0,79.0,195,170
78,31.0,79.25,214,151
79,31.0,79.5,220,145
80,31.0,79.75,217,148
81,31.25,78.25,197,168
82,31.25,79.0,196,169
