FID,Lat,Long,Dry_days,Wet_days
0,28.75,80.0,278,87
1,29.0,79.25,269,96
2,29.0,79.5,260,105
3,29.0,79.75,259,106
4,29.0,80.0,256,109
5,29.25,79.0,273,92
6,29.25,79.25,247,118
7,29.25,79.5,240,125
8,29.25,79.75,247,118
9,29.25,80.0,246,119
10,29.25,80.25,235,130
11,29.5,78.75,284,81
12,29.5,79.0,257,108
13,29.5,79.25,244,121
14,29.5,79.5,248,117
15,29.5,79.75,237,128
16,29.5,80.0,238,127
17,29.5,80.25,213,152
18,29.75,78.0,247,118
19,29.75,78.25,287,78
20,29.75,78.5,295,70
21,29.75,78.75,275,90
22,29.75,79.0,264,101
23,29.75,79.25,289,76
24,29.75,79.5,251,114
25,29.75,79.75,242,123
26,29.75,80.0,230,135
27,29.75,80.25,213,152
28,30.0,77.75,250,115
29,30.0,78.0,244,121
30,30.0,78.25,240,125
31,30.0,78.5,270,95
32,30.0,78.75,272,93
33,30.0,79.0,253,112
34,30.0,79.25,256,109
35,30.0,79.5,253,112
36,30.0,79.75,234,131
37,30.0,80.0,202,163
38,30.0,80.25,207,158
39,30.0,80.5,207,158
40,30.25,78.0,256,109
41,30.25,78.25,242,123
42,30.25,78.5,266,99
43,30.25,78.75,269,96
44,30.25,79.0,245,120
45,30.25,79.25,232,133
46,30.25,79.5,226,139
47,30.25,79.75,211,154
48,30.25,80.0,203,162
49,30.25,80.25,200,165
50,30.25,80.5,202,163
51,30.25,80.75,205,160
52,30.25,81.0,208,157
53,30.5,78.0,240,125
54,30.5,78.25,238,127
55,30.5,78.5,243,122
56,30.5,78.75,234,131
57,30.5,79.0,230,135
58,30.5,79.25,229,136
59,30.5,79.5,230,135
60,30.5,79.75,209,156
61,30.5,80.0,198,167
62,30.5,80.25,198,167
63,30.75,77.75,252,113
64,30.75,78.0,245,120
65,30.75,78.25,252,113
66,30.75,78.5,243,122
67,30.75,78.75,226,139
68,30.75,79.0,218,147
69,30.75,79.25,222,143
70,30.75,79.5,224,141
71,30.75,79.75,212,153
72,30.75,80.0,208,157
73,31.0,78.0,245,120
74,31.0,78.25,239,126
75,31.0,78.5,237,128
76,31.0,78.75,225,140
77,31.0,79.0,214,151
78,31.0,79.25,223,142
79,31.0,79.5,224,141
80,31.0,79.75,218,147
81,31.25,78.25,238,127
82,31.25,79.0,218,147
